 

stn;time;rre150m0
ZZG;196101;68.9
ZZG;196102;58.7
ZZG;196103;36.7
ZZG;196104;108.9
ZZG;196105;174.8
ZZG;196106;128.7
ZZG;196107;140.1
ZZG;196108;143.8
ZZG;196109;51.7
ZZG;196110;53.1
ZZG;196111;30.8
ZZG;196112;92.3
ZZG;196201;130.6
ZZG;196202;51.1
ZZG;196203;54.9
ZZG;196204;58.0
ZZG;196205;176.9
ZZG;196206;52.0
ZZG;196207;94.9
ZZG;196208;128.3
ZZG;196209;104.1
ZZG;196210;24.8
ZZG;196211;35.6
ZZG;196212;87.9
ZZG;196301;61.8
ZZG;196302;64.9
ZZG;196303;139.6
ZZG;196304;106.2
ZZG;196305;119.6
ZZG;196306;147.2
ZZG;196307;149.4
ZZG;196308;183.5
ZZG;196309;108.1
ZZG;196310;50.8
ZZG;196311;103.2
ZZG;196312;3.1
ZZG;196401;15.9
ZZG;196402;49.7
ZZG;196403;139.9
ZZG;196404;89.0
ZZG;196405;180.5
ZZG;196406;108.0
ZZG;196407;40.5
ZZG;196408;136.1
ZZG;196409;91.5
ZZG;196410;74.4
ZZG;196411;71.2
ZZG;196412;49.2
ZZG;196501;73.3
ZZG;196502;45.3
ZZG;196503;87.5
ZZG;196504;201.3
ZZG;196505;220.5
ZZG;196506;181.6
ZZG;196507;214.7
ZZG;196508;130.3
ZZG;196509;127.2
ZZG;196510;15.6
ZZG;196511;149.4
ZZG;196512;156.2
ZZG;196601;46.3
ZZG;196602;143.5
ZZG;196603;59.3
ZZG;196604;120.3
ZZG;196605;113.4
ZZG;196606;132.7
ZZG;196607;222.7
ZZG;196608;233.3
ZZG;196609;62.3
ZZG;196610;74.3
ZZG;196611;126.3
ZZG;196612;90.8
ZZG;196701;84.6
ZZG;196702;40.4
ZZG;196703;110.5
ZZG;196704;49.7
ZZG;196705;128.4
ZZG;196706;131.9
ZZG;196707;130.8
ZZG;196708;133.1
ZZG;196709;185.1
ZZG;196710;60.6
ZZG;196711;39.8
ZZG;196712;84.8
ZZG;196801;132.9
ZZG;196802;69.4
ZZG;196803;50.2
ZZG;196804;96.1
ZZG;196805;99.6
ZZG;196806;93.9
ZZG;196807;119.2
ZZG;196808;257.3
ZZG;196809;199.9
ZZG;196810;32.5
ZZG;196811;44.5
ZZG;196812;64.2
ZZG;196901;45.3
ZZG;196902;63.7
ZZG;196903;49.0
ZZG;196904;71.6
ZZG;196905;70.7
ZZG;196906;225.3
ZZG;196907;101.5
ZZG;196908;228.4
ZZG;196909;70.7
ZZG;196910;22.3
ZZG;196911;104.4
ZZG;196912;86.3
ZZG;197001;73.2
ZZG;197002;209.5
ZZG;197003;76.5
ZZG;197004;150.7
ZZG;197005;116.9
ZZG;197006;210.1
ZZG;197007;175.5
ZZG;197008;252.9
ZZG;197009;51.6
ZZG;197010;54.6
ZZG;197011;72.3
ZZG;197012;48.4
ZZG;197101;27.9
ZZG;197102;75.0
ZZG;197103;44.1
ZZG;197104;69.0
ZZG;197105;105.3
ZZG;197106;255.1
ZZG;197107;132.9
ZZG;197108;200.8
ZZG;197109;76.8
ZZG;197110;56.4
ZZG;197111;99.4
ZZG;197112;42.6
ZZG;197201;20.0
ZZG;197202;21.9
ZZG;197203;9.7
ZZG;197204;130.1
ZZG;197205;100.2
ZZG;197206;198.1
ZZG;197207;186.7
ZZG;197208;115.9
ZZG;197209;49.3
ZZG;197210;60.6
ZZG;197211;207.1
ZZG;197212;20.6
ZZG;197301;52.5
ZZG;197302;57.2
ZZG;197303;28.9
ZZG;197304;90.3
ZZG;197305;84.7
ZZG;197306;236.3
ZZG;197307;266.3
ZZG;197308;111.6
ZZG;197309;109.3
ZZG;197310;106.5
ZZG;197311;74.5
ZZG;197312;38.6
ZZG;197401;56.7
ZZG;197402;78.7
ZZG;197403;46.7
ZZG;197404;59.5
ZZG;197405;159.6
ZZG;197406;147.2
ZZG;197407;193.8
ZZG;197408;108.3
ZZG;197409;112.8
ZZG;197410;184.5
ZZG;197411;122.4
ZZG;197412;78.8
ZZG;197501;59.6
ZZG;197502;31.2
ZZG;197503;74.0
ZZG;197504;99.3
ZZG;197505;155.9
ZZG;197506;187.8
ZZG;197507;127.6
ZZG;197508;354.4
ZZG;197509;91.1
ZZG;197510;80.1
ZZG;197511;112.5
ZZG;197512;16.6
ZZG;197601;47.4
ZZG;197602;32.3
ZZG;197603;29.9
ZZG;197604;76.8
ZZG;197605;124.1
ZZG;197606;48.5
ZZG;197607;304.1
ZZG;197608;75.3
ZZG;197609;120.7
ZZG;197610;70.2
ZZG;197611;63.4
ZZG;197612;86.3
ZZG;197701;60.6
ZZG;197702;134.0
ZZG;197703;75.9
ZZG;197704;157.0
ZZG;197705;64.3
ZZG;197706;182.6
ZZG;197707;147.9
ZZG;197708;119.4
ZZG;197709;39.2
ZZG;197710;77.8
ZZG;197711;58.2
ZZG;197712;68.5
ZZG;197801;62.5
ZZG;197802;100.8
ZZG;197803;137.3
ZZG;197804;54.0
ZZG;197805;151.9
ZZG;197806;173.0
ZZG;197807;85.3
ZZG;197808;180.6
ZZG;197809;79.1
ZZG;197810;72.7
ZZG;197811;28.1
ZZG;197812;80.6
ZZG;197901;96.4
ZZG;197902;88.5
