 

stn;time;fu3010m1
DLOBD;201605;46.8
DLOBD;201606;60.1
DLOBD;201607;77.0
DLOBD;201608;52.6
DLOBD;201609;43.9
DLOBD;201610;50.0
DLOBD;201611;50.0
DLOBD;201612;46.8
DLOBD;201701;60.8
DLOBD;201702;56.9
DLOBD;201703;58.0
DLOBD;201704;50.4
DLOBD;201705;52.9
DLOBD;201706;52.6
DLOBD;201707;82.4
DLOBD;201708;93.6
DLOBD;201709;68.4
DLOBD;201710;55.4
DLOBD;201711;69.8
DLOBD;201712;65.9
DLOBD;201801;76.3
DLOBD;201802;35.3
DLOBD;201803;49.7
DLOBD;201804;65.2
DLOBD;201805;47.9
DLOBD;201806;46.1
DLOBD;201807;64.1
DLOBD;201808;83.9
DLOBD;201809;58.0
DLOBD;201810;41.4
DLOBD;201811;53.6
DLOBD;201812;59.4
DLOBD;201901;56.5
DLOBD;201902;63.0
DLOBD;201903;75.6
DLOBD;201904;59.4
DLOBD;201905;62.6
DLOBD;201906;58.3
DLOBD;201907;78.5
DLOBD;201908;57.6
DLOBD;201909;44.3
DLOBD;201910;48.6
DLOBD;201911;75.6
DLOBD;201912;63.7
DLOBD;202001;78.8
DLOBD;202002;94.7
DLOBD;202003;60.5
DLOBD;202004;39.2
DLOBD;202005;60.1
DLOBD;202006;55.1
DLOBD;202007;63.4
DLOBD;202008;60.1
DLOBD;202009;53.3
DLOBD;202010;48.2
DLOBD;202011;34.9
DLOBD;202012;40.0
DLOBD;202101;66.2
DLOBD;202102;39.6
DLOBD;202103;56.9
