 

stn;time;hns000y0
ENG;1931;544
ENG;1932;216
ENG;1933;260
ENG;1934;346
ENG;1935;594
ENG;1936;305
ENG;1937;347
ENG;1938;575
ENG;1939;574
ENG;1940;489
ENG;1941;420
ENG;1942;359
ENG;1943;384
ENG;1944;711
ENG;1945;474
ENG;1946;314
ENG;1947;327
ENG;1948;135
ENG;1949;396
ENG;1950;414
ENG;1951;479
ENG;1952;685
ENG;1953;354
ENG;1954;501
ENG;1955;326
ENG;1956;409
ENG;1957;274
ENG;1958;582
ENG;1959;354
ENG;1960;325
ENG;1961;339
ENG;1962;630
ENG;1963;375
ENG;1964;278
ENG;1965;612
ENG;1966;539
ENG;1967;543
ENG;1968;657
ENG;1969;435
ENG;1970;600
ENG;1971;405
ENG;1972;217
ENG;1973;625
ENG;1974;539
ENG;1975;450
ENG;1976;452
ENG;1977;411
ENG;1978;436
ENG;1979;470
ENG;1980;584
ENG;1981;658
ENG;1982;418
ENG;1983;411
ENG;1984;463
ENG;1985;489
ENG;1986;531
ENG;1987;380
ENG;1988;540
ENG;1989;148
ENG;1990;367
ENG;1991;278
ENG;1992;294
ENG;1993;340
ENG;1994;304
ENG;1995;566
