 

stn;time;rsd300y0
DLALM;1955;2
DLALM;1956;1
DLALM;1957;2
DLALM;1958;4
DLALM;1959;2
DLALM;1960;2
DLALM;1961;1
DLALM;1962;1
DLALM;1963;1
DLALM;1964;0
DLALM;1965;4
DLALM;1966;1
DLALM;1967;2
DLALM;1968;2
DLALM;1969;1
DLALM;1970;2
DLALM;1971;0
DLALM;1972;2
DLALM;1973;2
DLALM;1974;0
DLALM;1975;2
DLALM;1976;0
DLALM;1977;3
DLALM;1978;3
DLALM;1979;4
DLALM;1980;4
DLALM;1981;6
DLALM;1982;0
DLALM;1983;3
DLALM;1984;2
DLALM;1985;3
DLALM;1986;1
DLALM;1987;7
DLALM;1988;1
DLALM;1989;0
DLALM;1990;3
DLALM;1991;5
DLALM;1992;2
DLALM;1993;5
DLALM;1994;2
DLALM;1995;2
DLALM;1996;2
DLALM;1997;2
DLALM;1998;4
DLALM;1999;2
DLALM;2000;3
DLALM;2001;0
DLALM;2002;4
DLALM;2003;0
DLALM;2004;3
DLALM;2005;4
DLALM;2006;1
DLALM;2007;2
DLALM;2008;3
DLALM;2009;0
DLALM;2010;3
DLALM;2011;2
DLALM;2012;0
DLALM;2013;3
DLALM;2014;2
DLALM;2015;1
