 

stn;time;tnd00xy0
RUE;1983;34
RUE;1984;21
RUE;1985;47
RUE;1986;40
RUE;1987;44
RUE;1988;11
RUE;1989;15
RUE;1990;20
RUE;1991;36
RUE;1992;19
RUE;1993;26
RUE;1994;14
RUE;1995;23
RUE;1996;37
RUE;1997;23
RUE;1998;30
RUE;1999;21
RUE;2000;8
RUE;2001;18
RUE;2002;18
RUE;2003;29
RUE;2004;25
RUE;2005;36
RUE;2006;35
RUE;2007;18
RUE;2008;18
RUE;2009;29
RUE;2010;46
RUE;2011;15
RUE;2012;23
RUE;2013;28
RUE;2014;4
RUE;2015;13
RUE;2016;8
RUE;2017;26
RUE;2018;21
RUE;2019;11
RUE;2020;4
