 

stn;time;fklnd3m0
BIN;201402;0
BIN;201403;0
BIN;201404;0
BIN;201405;0
BIN;201406;0
BIN;201407;0
BIN;201408;0
BIN;201409;0
BIN;201410;0
BIN;201411;0
BIN;201412;0
BIN;201501;0
BIN;201502;0
BIN;201503;1
BIN;201504;0
BIN;201505;0
BIN;201506;0
BIN;201507;0
BIN;201508;0
BIN;201509;0
BIN;201510;0
BIN;201511;0
BIN;201512;0
BIN;201601;0
BIN;201602;0
BIN;201603;0
BIN;201604;0
BIN;201605;0
BIN;201606;0
BIN;201607;0
BIN;201608;0
BIN;201609;0
BIN;201610;0
BIN;201611;0
BIN;201612;0
BIN;201701;0
BIN;201702;0
BIN;201703;0
BIN;201704;0
BIN;201705;0
BIN;201706;0
BIN;201707;0
BIN;201708;0
BIN;201709;0
BIN;201710;0
BIN;201711;0
BIN;201712;0
BIN;201801;2
BIN;201802;0
BIN;201803;0
BIN;201804;0
BIN;201805;0
BIN;201806;0
BIN;201807;0
BIN;201808;0
BIN;201809;0
BIN;201810;1
BIN;201811;0
BIN;201812;0
BIN;201901;0
BIN;201902;0
BIN;201903;0
BIN;201904;0
BIN;201905;0
BIN;201906;0
BIN;201907;0
BIN;201908;0
BIN;201909;0
BIN;201910;0
BIN;201911;0
BIN;201912;0
BIN;202001;0
BIN;202002;1
BIN;202003;0
BIN;202004;0
BIN;202005;0
BIN;202006;0
BIN;202007;0
BIN;202008;0
BIN;202009;0
BIN;202010;0
BIN;202011;0
BIN;202012;0
BIN;202101;0
BIN;202102;0
BIN;202103;0
