 

stn;time;breclod0
INT;20210414;0
INT;20210415;0
INT;20210416;0
INT;20210417;0
INT;20210418;0
INT;20210419;0
INT;20210420;0
INT;20210421;0
INT;20210422;0
INT;20210423;0
INT;20210424;0
INT;20210425;0
INT;20210426;0
INT;20210427;0
INT;20210428;0
INT;20210429;0
INT;20210430;0
INT;20210501;0
INT;20210502;0
INT;20210503;0
INT;20210504;0
INT;20210505;0
