 

stn;time;rs1000y0
GRI;1956;0
GRI;1957;0
GRI;1958;0
GRI;1959;0
GRI;1960;0
GRI;1961;0
GRI;1962;0
GRI;1963;0
GRI;1964;0
GRI;1965;0
GRI;1966;0
GRI;1967;0
GRI;1968;0
GRI;1969;0
GRI;1970;0
GRI;1971;0
GRI;1972;0
GRI;1973;0
GRI;1974;0
GRI;1975;0
GRI;1976;0
GRI;1977;0
GRI;1978;0
GRI;1979;0
GRI;1980;0
GRI;1981;0
GRI;1982;0
GRI;1983;0
GRI;1984;0
GRI;1985;0
GRI;1986;0
GRI;1987;0
GRI;1988;0
GRI;1989;0
GRI;1990;0
GRI;1991;0
GRI;1992;0
GRI;1993;0
GRI;1994;0
GRI;1995;0
GRI;1996;0
GRI;1997;0
GRI;1998;0
GRI;1999;0
GRI;2000;0
GRI;2001;0
GRI;2002;0
GRI;2003;0
GRI;2004;0
GRI;2005;0
GRI;2006;0
GRI;2007;0
GRI;2008;0
GRI;2009;0
GRI;2010;0
GRI;2011;0
GRI;2012;0
GRI;2013;0
GRI;2014;0
GRI;2015;0
GRI;2016;0
