 

stn;time;tre200dx
MBISL;20170804;29.1
MBISL;20170805;28.8
MBISL;20170806;20.6
MBISL;20170807;22.3
MBISL;20170808;-
MBISL;20170809;-
MBISL;20170810;-
MBISL;20170811;14.7
MBISL;20170812;21.2
MBISL;20170813;23.6
MBISL;20170814;25.9
MBISL;20170815;-
MBISL;20170816;25.7
MBISL;20170817;27.1
MBISL;20170818;27.4
MBISL;20170819;22.1
MBISL;20170820;21.3
MBISL;20170821;-
MBISL;20170822;-
MBISL;20170823;26.1
MBISL;20170824;26.3
MBISL;20170825;25.3
MBISL;20170826;26.8
MBISL;20170827;26.0
MBISL;20170828;27.3
MBISL;20170829;26.1
MBISL;20170830;28.2
MBISL;20170831;22.4
MBISL;20170901;20.2
MBISL;20170902;13.3
MBISL;20170903;18.0
MBISL;20170904;20.3
MBISL;20170905;23.0
MBISL;20170906;22.3
MBISL;20170907;20.6
MBISL;20170908;20.7
MBISL;20170909;16.6
MBISL;20170910;16.8
MBISL;20170911;18.7
MBISL;20170912;15.7
MBISL;20170913;18.5
MBISL;20170914;21.8
MBISL;20170915;15.8
MBISL;20170916;17.0
MBISL;20170917;15.8
MBISL;20170918;14.8
MBISL;20170919;12.1
MBISL;20170920;13.3
MBISL;20170921;14.4
MBISL;20170922;17.3
MBISL;20170923;18.0
MBISL;20170924;18.9
MBISL;20170925;18.3
MBISL;20170926;17.3
MBISL;20170927;17.3
MBISL;20170928;20.1
MBISL;20170929;19.9
MBISL;20170930;21.1
MBISL;20171001;16.3
MBISL;20171002;16.8
MBISL;20171003;15.6
MBISL;20171004;-
MBISL;20171005;17.1
MBISL;20171006;13.3
MBISL;20171007;12.8
MBISL;20171008;13.3
MBISL;20171009;15.5
MBISL;20171010;15.0
MBISL;20171011;14.7
MBISL;20171012;17.8
MBISL;20171013;16.2
MBISL;20171014;15.9
MBISL;20171015;16.8
MBISL;20171016;16.7
MBISL;20171017;16.1
MBISL;20171018;15.4
MBISL;20171019;16.3
MBISL;20171020;18.3
MBISL;20171021;18.3
MBISL;20171022;11.6
MBISL;20171023;9.4
MBISL;20171024;12.9
MBISL;20171025;14.5
MBISL;20171026;14.4
MBISL;20171027;16.8
MBISL;20171028;-
MBISL;20171029;11.6
MBISL;20171030;10.3
MBISL;20171031;9.0
MBISL;20171101;9.3
MBISL;20171102;11.8
MBISL;20171103;12.3
MBISL;20171104;17.1
MBISL;20171105;17.1
MBISL;20171106;6.5
MBISL;20171107;8.6
MBISL;20171108;8.9
MBISL;20171109;8.4
MBISL;20171110;9.2
MBISL;20171111;10.2
MBISL;20171112;12.3
MBISL;20171113;4.8
MBISL;20171114;4.1
MBISL;20171115;3.3
MBISL;20171116;4.9
MBISL;20171117;6.6
MBISL;20171118;6.2
MBISL;20171119;6.2
MBISL;20171120;6.9
MBISL;20171121;10.5
MBISL;20171122;9.3
MBISL;20171123;12.8
MBISL;20171124;11.8
MBISL;20171125;14.4
MBISL;20171126;4.6
MBISL;20171127;4.7
MBISL;20171128;7.7
MBISL;20171129;4.7
MBISL;20171130;3.1
MBISL;20171201;2.1
MBISL;20171202;1.2
MBISL;20171203;1.2
MBISL;20171204;4.0
MBISL;20171205;4.1
MBISL;20171206;2.9
MBISL;20171207;2.7
MBISL;20171208;5.1
MBISL;20171209;2.1
MBISL;20171210;8.6
MBISL;20171211;12.8
MBISL;20171212;5.4
MBISL;20171213;8.2
MBISL;20171214;9.1
MBISL;20171215;4.8
MBISL;20171216;3.2
MBISL;20171217;2.6
MBISL;20171218;1.6
MBISL;20171219;3.8
MBISL;20171220;4.4
MBISL;20171221;5.7
MBISL;20171222;6.5
MBISL;20171223;6.2
MBISL;20171224;3.7
MBISL;20171225;2.3
MBISL;20171226;7.9
MBISL;20171227;10.0
MBISL;20171228;4.7
MBISL;20171229;5.7
MBISL;20171230;7.8
MBISL;20171231;7.6
MBISL;20180101;8.0
MBISL;20180102;7.7
MBISL;20180103;15.2
MBISL;20180104;8.6
MBISL;20180105;9.3
MBISL;20180106;8.9
MBISL;20180107;14.6
MBISL;20180108;16.3
MBISL;20180109;16.9
MBISL;20180110;7.2
MBISL;20180111;6.8
MBISL;20180112;5.6
MBISL;20180113;4.2
MBISL;20180114;2.8
MBISL;20180115;7.7
MBISL;20180116;11.7
MBISL;20180117;7.7
MBISL;20180118;6.7
MBISL;20180119;10.1
MBISL;20180120;7.6
MBISL;20180121;7.5
MBISL;20180122;7.1
MBISL;20180123;8.1
MBISL;20180124;10.5
MBISL;20180125;12.3
MBISL;20180126;11.6
MBISL;20180127;8.9
MBISL;20180128;8.9
MBISL;20180129;6.7
MBISL;20180130;7.9
MBISL;20180131;8.6
MBISL;20180201;7.7
MBISL;20180202;4.1
MBISL;20180203;4.3
MBISL;20180204;4.6
MBISL;20180205;3.8
MBISL;20180206;3.3
MBISL;20180207;3.4
MBISL;20180208;3.4
MBISL;20180209;4.1
MBISL;20180210;3.5
MBISL;20180211;3.9
MBISL;20180212;2.8
MBISL;20180213;-1.2
MBISL;20180214;1.2
MBISL;20180215;3.9
MBISL;20180216;-
MBISL;20180217;-
MBISL;20180218;-
MBISL;20180219;-
MBISL;20180220;-
MBISL;20180221;-
MBISL;20180222;-
MBISL;20180223;-
MBISL;20180224;-
MBISL;20180225;-
MBISL;20180226;-
MBISL;20180227;-4.2
MBISL;20180228;2.4
MBISL;20180301;8.1
MBISL;20180302;0.8
MBISL;20180303;4.8
MBISL;20180304;12.4
MBISL;20180305;10.8
MBISL;20180306;9.7
MBISL;20180307;8.9
MBISL;20180308;8.9
MBISL;20180309;12.6
MBISL;20180310;15.8
MBISL;20180311;16.2
MBISL;20180312;11.5
MBISL;20180313;8.4
MBISL;20180314;11.1
MBISL;20180315;-
MBISL;20180316;12.1
MBISL;20180317;8.9
MBISL;20180318;4.4
MBISL;20180319;3.8
MBISL;20180320;1.9
MBISL;20180321;-
MBISL;20180322;5.6
MBISL;20180323;7.9
MBISL;20180324;9.8
MBISL;20180325;13.1
MBISL;20180326;-
MBISL;20180327;9.6
MBISL;20180328;12.7
MBISL;20180329;11.4
MBISL;20180330;15.1
MBISL;20180331;4.2
MBISL;20180401;10.6
MBISL;20180402;16.7
MBISL;20180403;16.3
MBISL;20180404;17.2
MBISL;20180405;13.4
MBISL;20180406;15.9
MBISL;20180407;18.1
MBISL;20180408;20.3
MBISL;20180409;20.7
MBISL;20180410;17.7
MBISL;20180411;16.4
MBISL;20180412;15.8
MBISL;20180413;16.4
MBISL;20180414;18.7
MBISL;20180415;17.1
MBISL;20180416;14.5
MBISL;20180417;18.1
MBISL;20180418;18.8
MBISL;20180419;21.1
MBISL;20180420;22.6
MBISL;20180421;23.7
MBISL;20180422;25.4
MBISL;20180423;23.8
MBISL;20180424;20.8
MBISL;20180425;23.1
MBISL;20180426;15.2
MBISL;20180427;20.9
MBISL;20180428;21.1
MBISL;20180429;23.2
MBISL;20180430;16.8
MBISL;20180501;12.7
MBISL;20180502;15.3
MBISL;20180503;14.1
MBISL;20180504;19.9
MBISL;20180505;22.9
MBISL;20180506;21.0
MBISL;20180507;22.0
MBISL;20180508;24.9
MBISL;20180509;23.1
MBISL;20180510;15.3
MBISL;20180511;19.1
MBISL;20180512;23.7
MBISL;20180513;21.1
MBISL;20180514;16.6
MBISL;20180515;14.9
MBISL;20180516;-
MBISL;20180517;15.9
MBISL;20180518;20.6
MBISL;20180519;20.3
MBISL;20180520;18.2
MBISL;20180521;23.3
MBISL;20180522;23.8
MBISL;20180523;21.4
MBISL;20180524;23.2
MBISL;20180525;25.1
MBISL;20180526;26.1
MBISL;20180527;26.3
MBISL;20180528;26.6
MBISL;20180529;24.1
MBISL;20180530;27.5
MBISL;20180531;26.0
MBISL;20180601;24.5
MBISL;20180602;26.1
MBISL;20180603;26.8
MBISL;20180604;27.4
MBISL;20180605;27.8
MBISL;20180606;27.3
MBISL;20180607;25.2
MBISL;20180608;22.8
MBISL;20180609;26.7
MBISL;20180610;27.7
MBISL;20180611;24.0
MBISL;20180612;-
MBISL;20180613;-
MBISL;20180614;-
MBISL;20180615;-
MBISL;20180616;-
MBISL;20180617;-
MBISL;20180618;-
MBISL;20180619;-
MBISL;20180620;-
MBISL;20180621;29.2
MBISL;20180622;20.7
MBISL;20180623;23.3
MBISL;20180624;23.2
MBISL;20180625;24.2
MBISL;20180626;26.0
MBISL;20180627;27.0
MBISL;20180628;-
MBISL;20180629;26.6
MBISL;20180630;29.3
MBISL;20180701;30.2
MBISL;20180702;-
MBISL;20180703;-
MBISL;20180704;31.5
MBISL;20180705;23.0
MBISL;20180706;21.2
MBISL;20180707;26.8
MBISL;20180708;27.9
MBISL;20180709;28.8
MBISL;20180710;26.1
MBISL;20180711;24.7
MBISL;20180712;27.2
MBISL;20180713;28.6
MBISL;20180714;29.7
MBISL;20180715;27.2
MBISL;20180716;26.8
MBISL;20180717;27.5
MBISL;20180718;28.7
MBISL;20180719;30.0
MBISL;20180720;30.7
MBISL;20180721;22.9
MBISL;20180722;24.1
MBISL;20180723;25.1
MBISL;20180724;-
MBISL;20180725;31.3
MBISL;20180726;32.1
MBISL;20180727;30.7
MBISL;20180728;24.6
MBISL;20180729;29.3
MBISL;20180730;31.4
MBISL;20180731;32.7
MBISL;20180801;32.2
MBISL;20180802;30.7
MBISL;20180803;31.9
MBISL;20180804;33.0
MBISL;20180805;33.5
MBISL;20180806;31.4
MBISL;20180807;29.3
MBISL;20180808;28.8
MBISL;20180809;31.3
MBISL;20180810;22.3
MBISL;20180811;25.2
MBISL;20180812;26.8
MBISL;20180813;28.7
MBISL;20180814;22.4
MBISL;20180815;26.1
MBISL;20180816;26.7
MBISL;20180817;28.2
MBISL;20180818;26.5
MBISL;20180819;28.3
MBISL;20180820;28.8
MBISL;20180821;29.2
MBISL;20180822;29.1
MBISL;20180823;28.0
MBISL;20180824;23.3
MBISL;20180825;17.7
MBISL;20180826;19.3
MBISL;20180827;23.9
MBISL;20180828;24.8
MBISL;20180829;27.1
MBISL;20180830;18.3
MBISL;20180831;16.7
MBISL;20180901;15.1
MBISL;20180902;19.4
MBISL;20180903;19.9
MBISL;20180904;22.8
MBISL;20180905;23.5
MBISL;20180906;24.7
MBISL;20180907;20.6
MBISL;20180908;21.4
MBISL;20180909;23.7
MBISL;20180910;24.4
MBISL;20180911;24.8
MBISL;20180912;27.2
MBISL;20180913;25.4
MBISL;20180914;22.1
MBISL;20180915;22.3
MBISL;20180916;22.9
MBISL;20180917;23.8
MBISL;20180918;23.7
MBISL;20180919;24.8
MBISL;20180920;24.7
MBISL;20180921;25.4
MBISL;20180922;18.8
MBISL;20180923;25.1
MBISL;20180924;14.9
MBISL;20180925;-
MBISL;20180926;-
MBISL;20180927;-
MBISL;20180928;-
MBISL;20180929;-
MBISL;20180930;-
MBISL;20181001;-
MBISL;20181002;-
MBISL;20181003;-
MBISL;20181004;-
MBISL;20181005;-
MBISL;20181006;-
MBISL;20181007;-
MBISL;20181008;-
MBISL;20181009;-
MBISL;20181010;-
MBISL;20181011;-
MBISL;20181012;-
MBISL;20181013;-
MBISL;20181014;-
MBISL;20181015;-
MBISL;20181016;-
MBISL;20181017;-
MBISL;20181018;-
MBISL;20181019;15.3
MBISL;20181020;16.3
MBISL;20181021;14.7
MBISL;20181022;12.3
MBISL;20181023;13.2
MBISL;20181024;16.5
MBISL;20181025;15.2
MBISL;20181026;13.5
MBISL;20181027;-
MBISL;20181028;7.0
MBISL;20181029;10.0
MBISL;20181030;11.8
MBISL;20181031;16.2
MBISL;20181101;16.1
MBISL;20181102;12.6
MBISL;20181103;12.6
MBISL;20181104;15.5
MBISL;20181105;18.6
MBISL;20181106;20.3
MBISL;20181107;13.2
MBISL;20181108;13.0
MBISL;20181109;12.4
MBISL;20181110;11.9
MBISL;20181111;17.6
MBISL;20181112;20.5
MBISL;20181113;14.1
MBISL;20181114;10.8
MBISL;20181115;9.3
MBISL;20181116;8.3
MBISL;20181117;7.6
MBISL;20181118;5.4
MBISL;20181119;5.2
MBISL;20181120;5.0
MBISL;20181121;4.8
MBISL;20181122;7.4
MBISL;20181123;6.8
MBISL;20181124;8.7
MBISL;20181125;6.6
MBISL;20181126;5.7
MBISL;20181127;5.3
MBISL;20181128;6.4
MBISL;20181129;8.4
MBISL;20181130;9.0
MBISL;20181201;8.9
MBISL;20181202;9.9
