 

stn;time;tnd00xy0
JUN;1961;283
JUN;1962;277
JUN;1963;279
JUN;1964;265
JUN;1965;299
JUN;1966;281
JUN;1967;266
JUN;1968;295
JUN;1969;266
JUN;1970;281
JUN;1971;269
JUN;1972;297
JUN;1973;275
JUN;1974;299
JUN;1975;291
JUN;1976;293
JUN;1977;296
JUN;1978;300
JUN;1979;267
JUN;1980;301
JUN;1981;245
JUN;1982;269
JUN;1983;265
JUN;1984;308
JUN;1985;271
JUN;1986;255
JUN;1987;285
JUN;1988;281
JUN;1989;283
JUN;1990;288
JUN;1991;255
JUN;1992;268
JUN;1993;293
JUN;1994;263
JUN;1995;268
JUN;1996;286
JUN;1997;254
JUN;1998;254
JUN;1999;248
JUN;2000;255
JUN;2001;256
JUN;2002;263
JUN;2003;230
JUN;2004;248
JUN;2005;234
JUN;2006;247
JUN;2007;240
JUN;2008;255
JUN;2009;249
JUN;2010;262
JUN;2011;227
JUN;2012;244
JUN;2013;250
JUN;2014;257
JUN;2015;235
JUN;2016;249
JUN;2017;249
JUN;2018;209
JUN;2019;245
JUN;2020;253
