 

stn;time;rre150yx
DEM;1893;44.4
DEM;1894;53.1
DEM;1895;41.5
DEM;1896;80.5
DEM;1897;34.9
DEM;1898;27.5
DEM;1899;27.3
DEM;1900;49.1
DEM;1901;34.3
DEM;1902;73.8
DEM;1903;26.2
DEM;1904;24.5
DEM;1905;31.8
DEM;1906;54.9
DEM;1907;28.9
DEM;1908;41.1
DEM;1909;32.6
DEM;1910;59.1
DEM;1911;24.3
DEM;1912;29.4
DEM;1913;37.1
DEM;1914;36.6
DEM;1915;55.1
DEM;1916;48.6
DEM;1917;37.0
DEM;1918;38.2
DEM;1919;26.6
DEM;1920;46.9
DEM;1921;44.3
DEM;1922;33.9
DEM;1923;46.3
DEM;1924;56.2
DEM;1925;31.9
DEM;1926;30.5
DEM;1927;34.1
DEM;1928;40.7
DEM;1929;23.7
DEM;1930;49.5
DEM;1931;48.8
DEM;1932;39.1
DEM;1933;27.3
DEM;1934;43.8
DEM;1935;43.2
DEM;1936;34.0
DEM;1937;35.7
DEM;1938;57.9
DEM;1939;57.1
DEM;1940;63.5
DEM;1941;23.3
DEM;1942;27.6
DEM;1943;20.4
DEM;1944;41.0
DEM;1945;27.8
DEM;1946;48.3
DEM;1947;20.6
DEM;1948;47.0
DEM;1949;24.5
DEM;1950;56.9
DEM;1951;35.8
DEM;1952;43.7
DEM;1953;35.6
DEM;1954;45.5
DEM;1955;31.0
DEM;1956;53.4
DEM;1957;53.9
DEM;1958;55.0
DEM;1959;45.0
DEM;1960;27.5
DEM;1961;61.8
DEM;1962;34.2
DEM;1963;34.4
DEM;1964;38.4
DEM;1965;35.0
DEM;1966;47.7
DEM;1967;42.7
DEM;1968;87.0
DEM;1969;38.0
DEM;1970;35.2
DEM;1971;38.5
DEM;1972;42.4
DEM;1973;64.9
DEM;1974;33.7
DEM;1975;34.4
DEM;1976;46.9
DEM;1977;43.3
DEM;1978;88.6
DEM;1979;33.5
DEM;1980;25.0
DEM;1981;56.8
DEM;1982;48.2
DEM;1983;44.4
DEM;1984;31.1
DEM;1985;57.2
DEM;1986;37.4
DEM;1987;57.0
DEM;1988;33.3
DEM;1989;35.5
DEM;1990;30.2
DEM;1991;38.0
DEM;1992;57.7
DEM;1993;29.9
DEM;1994;34.9
DEM;1995;45.2
DEM;1996;58.5
DEM;1997;45.3
DEM;1998;35.9
DEM;1999;53.0
DEM;2000;44.7
DEM;2001;31.5
DEM;2002;42.4
DEM;2003;24.5
DEM;2004;38.3
DEM;2005;46.1
DEM;2006;47.7
DEM;2007;87.2
DEM;2008;45.0
DEM;2009;30.1
DEM;2010;72.6
