 

stn;time;tnd00xy0
EVO;1987;63
EVO;1988;54
EVO;1989;19
EVO;1990;37
EVO;1991;53
EVO;1992;36
EVO;1993;48
EVO;1994;48
EVO;1995;61
EVO;1996;52
EVO;1997;30
EVO;1998;58
EVO;1999;61
EVO;2000;45
EVO;2001;55
EVO;2002;28
EVO;2003;50
EVO;2004;59
EVO;2005;78
EVO;2006;59
EVO;2007;30
EVO;2008;49
EVO;2009;71
EVO;2010;85
EVO;2011;35
EVO;2012;55
EVO;2013;60
EVO;2014;39
EVO;2015;43
EVO;2016;40
EVO;2017;47
EVO;2018;49
EVO;2019;44
EVO;2020;30
