 

stn;time;rre150m0
OSVAN;197801;83.0
OSVAN;197802;107.0
OSVAN;197803;155.0
OSVAN;197804;68.0
OSVAN;197805;171.0
OSVAN;197806;179.0
OSVAN;197807;209.0
OSVAN;197808;182.0
OSVAN;197809;209.0
OSVAN;197810;120.0
OSVAN;197811;14.0
OSVAN;197812;61.0
OSVAN;197901;79.0
OSVAN;197902;49.0
OSVAN;197903;158.0
OSVAN;197904;92.0
OSVAN;197905;124.0
OSVAN;197906;202.0
OSVAN;197907;121.0
OSVAN;197908;157.0
OSVAN;197909;126.0
OSVAN;197910;63.0
OSVAN;197911;151.0
OSVAN;197912;148.0
OSVAN;198001;96.0
OSVAN;198002;80.0
OSVAN;198003;68.0
OSVAN;198004;146.0
OSVAN;198005;57.0
OSVAN;198006;196.0
OSVAN;198007;273.0
OSVAN;198008;124.0
OSVAN;198009;45.0
OSVAN;198010;175.0
OSVAN;198011;49.0
OSVAN;198012;112.0
OSVAN;198101;188.0
OSVAN;198102;63.0
OSVAN;198103;88.0
OSVAN;198104;32.0
OSVAN;198105;132.0
OSVAN;198106;89.0
OSVAN;198107;306.0
OSVAN;198108;103.0
OSVAN;198109;211.0
OSVAN;198110;194.0
OSVAN;198111;110.0
OSVAN;198112;234.0
OSVAN;198201;197.0
OSVAN;198202;9.0
OSVAN;198203;56.0
OSVAN;198204;47.0
OSVAN;198205;108.0
OSVAN;198206;236.0
OSVAN;198207;122.0
OSVAN;198208;188.0
OSVAN;198209;107.0
OSVAN;198210;60.0
OSVAN;198211;75.0
OSVAN;198212;87.0
OSVAN;198301;199.0
OSVAN;198302;40.0
OSVAN;198303;57.0
OSVAN;198304;98.0
OSVAN;198305;174.0
OSVAN;198306;136.0
OSVAN;198307;47.0
OSVAN;198308;147.0
OSVAN;198309;209.0
OSVAN;198310;94.0
OSVAN;198311;114.0
OSVAN;198312;82.0
OSVAN;198401;106.0
OSVAN;198402;104.0
OSVAN;198403;64.0
OSVAN;198404;54.0
OSVAN;198405;80.0
OSVAN;198406;161.0
OSVAN;198407;129.0
OSVAN;198408;127.0
OSVAN;198409;302.0
OSVAN;198410;50.0
OSVAN;198411;58.0
OSVAN;198412;62.0
OSVAN;198501;88.0
OSVAN;198502;105.0
OSVAN;198503;51.0
OSVAN;198504;133.0
OSVAN;198505;103.0
OSVAN;198506;174.0
OSVAN;198507;149.0
OSVAN;198508;315.0
OSVAN;198509;91.0
OSVAN;198510;11.0
OSVAN;198511;94.0
OSVAN;198512;34.0
OSVAN;198601;227.0
OSVAN;198602;30.0
OSVAN;198603;88.0
OSVAN;198604;159.0
OSVAN;198605;139.0
OSVAN;198606;158.0
OSVAN;198607;176.0
OSVAN;198608;157.0
OSVAN;198609;40.0
OSVAN;198610;61.0
OSVAN;198611;46.0
OSVAN;198612;196.0
OSVAN;198701;126.0
OSVAN;198702;101.0
OSVAN;198703;125.0
OSVAN;198704;90.0
OSVAN;198705;166.0
OSVAN;198706;262.0
OSVAN;198707;251.0
OSVAN;198708;170.0
OSVAN;198709;116.0
OSVAN;198710;38.0
OSVAN;198711;94.0
OSVAN;198712;127.0
OSVAN;198801;78.0
OSVAN;198802;130.0
OSVAN;198803;278.0
OSVAN;198804;79.0
OSVAN;198805;134.0
OSVAN;198806;130.0
OSVAN;198807;157.0
OSVAN;198808;178.0
OSVAN;198809;75.0
OSVAN;198810;77.0
OSVAN;198811;80.0
OSVAN;198812;207.0
OSVAN;198901;24.0
