 

stn;time;fu3010m1
MAG;198101;101.2
MAG;198102;58.3
MAG;198103;63.0
MAG;198104;41.4
MAG;198105;58.3
MAG;198106;83.2
MAG;198107;73.1
MAG;198108;57.2
MAG;198109;81.7
MAG;198110;86.4
MAG;198111;65.2
MAG;198112;78.5
MAG;198201;65.9
MAG;198202;54.4
MAG;198203;89.3
MAG;198204;66.2
MAG;198205;61.9
MAG;198206;87.8
MAG;198207;100.4
MAG;198208;77.0
MAG;198209;55.1
MAG;198210;36.0
MAG;198211;53.3
MAG;198212;58.7
MAG;198301;78.1
MAG;198302;54.0
MAG;198303;76.0
MAG;198304;61.6
MAG;198305;57.6
MAG;198306;58.7
MAG;198307;56.5
MAG;198308;77.8
MAG;198309;105.8
MAG;198310;74.2
MAG;198311;65.9
MAG;198312;76.7
MAG;198401;51.8
MAG;198402;86.8
MAG;198403;61.6
MAG;198404;59.8
MAG;198405;66.2
MAG;198406;53.6
MAG;198407;58.0
MAG;198408;54.7
MAG;198409;69.8
MAG;198410;73.8
MAG;198411;67.7
MAG;198412;54.0
MAG;198501;66.6
MAG;198502;44.3
MAG;198503;74.9
MAG;198504;85.0
MAG;198505;58.3
MAG;198506;51.8
MAG;198507;71.6
MAG;198508;77.8
MAG;198509;57.2
MAG;198510;61.9
MAG;198511;51.8
MAG;198512;56.9
MAG;198601;62.3
MAG;198602;59.8
MAG;198603;52.9
MAG;198604;51.5
MAG;198605;66.2
MAG;198606;63.7
MAG;198607;73.1
MAG;198608;70.9
MAG;198609;51.8
MAG;198610;57.2
MAG;198611;51.5
MAG;198612;59.0
MAG;198701;61.2
MAG;198702;54.4
MAG;198703;62.6
MAG;198704;60.8
MAG;198705;72.0
MAG;198706;64.4
MAG;198707;85.3
MAG;198708;80.3
MAG;198709;58.7
MAG;198710;72.7
MAG;198711;80.3
MAG;198712;28.8
MAG;198801;59.0
MAG;198802;75.6
MAG;198803;63.7
MAG;198804;38.9
MAG;198805;53.3
MAG;198806;50.0
MAG;198807;88.2
MAG;198808;68.8
MAG;198809;61.2
MAG;198810;41.4
MAG;198811;66.2
MAG;198812;71.6
MAG;198901;29.9
MAG;198902;68.0
MAG;198903;64.4
MAG;198904;60.5
MAG;198905;72.4
MAG;198906;61.2
MAG;198907;85.0
MAG;198908;78.1
MAG;198909;64.4
MAG;198910;66.2
MAG;198911;75.6
MAG;198912;46.1
MAG;199001;25.2
MAG;199002;66.2
MAG;199003;76.7
MAG;199004;58.7
MAG;199005;63.7
MAG;199006;62.3
MAG;199007;70.6
MAG;199008;59.0
MAG;199009;53.3
MAG;199010;49.3
MAG;199011;72.4
MAG;199012;70.9
MAG;199101;46.8
MAG;199102;52.9
MAG;199103;80.6
MAG;199104;72.7
MAG;199105;68.8
MAG;199106;68.4
MAG;199107;56.5
MAG;199108;65.9
MAG;199109;66.6
MAG;199110;52.2
MAG;199111;57.6
MAG;199112;72.4
MAG;199201;40.3
MAG;199202;70.2
MAG;199203;79.6
MAG;199204;58.7
MAG;199205;57.2
MAG;199206;73.4
MAG;199207;51.5
MAG;199208;90.7
MAG;199209;71.3
MAG;199210;51.5
MAG;199211;56.9
MAG;199212;52.9
MAG;199301;58.3
MAG;199302;69.8
MAG;199303;62.6
MAG;199304;58.0
MAG;199305;53.3
MAG;199306;61.9
MAG;199307;71.6
MAG;199308;52.9
MAG;199309;70.9
MAG;199310;63.7
MAG;199311;63.0
MAG;199312;59.0
MAG;199401;75.6
MAG;199402;42.8
MAG;199403;60.1
MAG;199404;62.3
MAG;199405;51.8
MAG;199406;63.4
MAG;199407;75.2
MAG;199408;97.2
MAG;199409;67.3
MAG;199410;34.9
MAG;199411;47.9
MAG;199412;42.8
MAG;199501;68.0
MAG;199502;52.2
MAG;199503;86.8
MAG;199504;64.8
MAG;199505;58.3
MAG;199506;54.7
MAG;199507;70.9
MAG;199508;78.8
MAG;199509;50.0
MAG;199510;19.4
MAG;199511;82.4
MAG;199512;46.8
MAG;199601;42.1
MAG;199602;67.0
MAG;199603;60.8
MAG;199604;51.8
MAG;199605;63.4
MAG;199606;64.8
MAG;199607;63.7
MAG;199608;66.6
MAG;199609;57.2
MAG;199610;46.4
MAG;199611;69.5
MAG;199612;52.9
MAG;199701;23.4
MAG;199702;70.9
MAG;199703;83.2
MAG;199704;72.7
MAG;199705;66.6
MAG;199706;63.0
MAG;199707;54.4
MAG;199708;67.0
MAG;199709;36.0
MAG;199710;61.2
MAG;199711;52.9
MAG;199712;55.8
MAG;199801;76.7
MAG;199802;48.6
MAG;199803;109.8
MAG;199804;57.2
MAG;199805;67.3
MAG;199806;58.3
MAG;199807;94.3
MAG;199808;65.2
MAG;199809;78.5
MAG;199810;58.0
MAG;199811;56.9
MAG;199812;54.7
MAG;199901;76.3
MAG;199902;76.3
MAG;199903;60.1
MAG;199904;77.8
MAG;199905;61.6
MAG;199906;88.6
MAG;199907;58.7
MAG;199908;85.7
MAG;199909;64.8
MAG;199910;66.2
MAG;199911;65.5
MAG;199912;73.1
MAG;200001;76.3
MAG;200002;72.7
MAG;200003;76.7
MAG;200004;54.0
MAG;200005;57.6
MAG;200006;57.2
MAG;200007;111.6
MAG;200008;58.7
MAG;200009;53.6
MAG;200010;62.3
MAG;200011;42.1
MAG;200012;37.4
MAG;200101;51.8
MAG;200102;58.0
MAG;200103;59.4
MAG;200104;56.9
MAG;200105;69.8
MAG;200106;62.6
MAG;200107;101.2
MAG;200108;127.8
MAG;200109;63.0
MAG;200110;56.9
MAG;200111;62.6
MAG;200112;79.6
MAG;200201;27.4
MAG;200202;94.0
MAG;200203;69.8
MAG;200204;61.9
MAG;200205;60.1
MAG;200206;69.5
MAG;200207;69.5
MAG;200208;47.5
MAG;200209;45.4
MAG;200210;63.7
MAG;200211;78.8
MAG;200212;29.5
MAG;200301;59.8
MAG;200302;61.2
MAG;200303;57.6
MAG;200304;72.4
MAG;200305;72.4
MAG;200306;82.1
MAG;200307;87.8
MAG;200308;72.0
MAG;200309;56.5
MAG;200310;65.5
MAG;200311;34.6
MAG;200312;68.0
MAG;200401;68.0
MAG;200402;61.9
MAG;200403;51.5
MAG;200404;74.5
MAG;200405;60.5
MAG;200406;62.6
MAG;200407;70.2
MAG;200408;67.3
MAG;200409;65.2
MAG;200410;40.3
MAG;200411;121.3
MAG;200412;41.4
MAG;200501;75.6
MAG;200502;68.8
MAG;200503;52.9
MAG;200504;57.2
MAG;200505;55.8
MAG;200506;78.1
MAG;200507;87.1
MAG;200508;65.9
MAG;200509;59.8
