 

stn;time;rhh150mx
VAE;201510;10.5
VAE;201511;4.9
VAE;201512;1.3
VAE;201601;3.8
VAE;201602;2.8
VAE;201603;4.7
VAE;201604;10.5
VAE;201605;4.7
VAE;201606;8.1
VAE;201607;13.4
VAE;201608;9.9
VAE;201609;4.4
VAE;201610;4.3
VAE;201611;3.6
VAE;201612;2.3
VAE;201701;4.0
VAE;201702;2.2
VAE;201703;3.9
VAE;201704;2.7
VAE;201705;3.6
VAE;201706;16.0
VAE;201707;14.0
VAE;201708;15.9
VAE;201709;7.6
VAE;201710;4.3
VAE;201711;4.1
VAE;201712;5.4
VAE;201801;8.9
VAE;201802;1.4
VAE;201803;4.3
VAE;201804;4.0
VAE;201805;6.4
VAE;201806;4.9
VAE;201807;7.5
VAE;201808;10.8
VAE;201809;3.6
VAE;201810;10.6
VAE;201811;4.5
