 

stn;time;tre200y0
GRH;1932;1.7
GRH;1933;0.8
GRH;1934;2.1
GRH;1935;0.7
GRH;1936;1.2
GRH;1937;1.1
GRH;1938;1.5
GRH;1939;0.9
GRH;1940;0.5
GRH;1941;0.4
GRH;1942;1.4
GRH;1943;2.2
GRH;1944;0.6
GRH;1945;1.7
GRH;1946;1.9
GRH;1947;3.1
GRH;1948;2.7
GRH;1949;3.1
GRH;1950;2.1
GRH;1951;2.0
GRH;1952;1.3
GRH;1953;2.9
GRH;1954;2.6
GRH;1955;2.3
GRH;1956;0.7
GRH;1957;2.3
GRH;1958;1.5
GRH;1959;2.1
GRH;1960;1.0
GRH;1961;2.5
GRH;1962;0.6
GRH;1963;1.1
GRH;1964;1.9
GRH;1965;0.4
GRH;1966;1.7
GRH;1967;2.0
GRH;1968;1.8
GRH;1969;1.5
GRH;1970;1.4
GRH;1971;2.1
GRH;1972;1.2
GRH;1973;1.1
GRH;1974;0.8
GRH;1975;1.5
GRH;1976;1.0
GRH;1977;1.2
GRH;1978;0.9
GRH;1979;0.8
GRH;1980;0.3
GRH;1981;0.8
GRH;1982;1.7
GRH;1983;2.3
GRH;1984;0.7
GRH;1985;1.4
GRH;1986;1.1
GRH;1987;1.5
GRH;1988;2.7
GRH;1989;2.6
GRH;1990;2.2
GRH;1991;1.6
GRH;1992;2.5
GRH;1993;1.7
GRH;1994;2.7
GRH;1995;1.4
GRH;1996;1.1
GRH;1997;2.6
GRH;1998;1.9
GRH;1999;1.8
GRH;2000;2.4
GRH;2001;1.9
GRH;2002;2.5
GRH;2003;2.7
GRH;2004;2.1
GRH;2005;1.6
GRH;2006;2.7
GRH;2007;2.6
GRH;2008;2.1
GRH;2009;2.2
GRH;2010;0.9
GRH;2011;3.4
GRH;2012;2.3
GRH;2013;1.9
GRH;2014;3.0
GRH;2015;3.3
GRH;2016;2.6
GRH;2017;2.7
GRH;2018;3.2
GRH;2019;3.1
GRH;2020;3.6
