 

stn;time;fu3010m1
QUI;200606;64.1
QUI;200607;64.8
QUI;200608;56.5
QUI;200609;73.8
QUI;200610;65.2
QUI;200611;77.4
QUI;200612;76.7
QUI;200701;83.2
QUI;200702;71.3
QUI;200703;67.3
QUI;200704;54.0
QUI;200705;69.1
QUI;200706;69.5
QUI;200707;82.1
QUI;200708;55.1
QUI;200709;72.4
QUI;200710;47.9
QUI;200711;90.7
QUI;200712;99.4
QUI;200801;88.6
QUI;200802;70.6
QUI;200803;104.8
QUI;200804;74.5
QUI;200805;81.7
QUI;200806;65.5
QUI;200807;72.7
QUI;200808;65.5
QUI;200809;65.2
QUI;200810;67.3
QUI;200811;117.7
QUI;200812;73.1
QUI;200901;94.3
QUI;200902;82.8
QUI;200903;101.9
QUI;200904;68.4
QUI;200905;106.2
QUI;200906;85.0
QUI;200907;71.3
QUI;200908;59.4
QUI;200909;110.5
QUI;200910;150.5
QUI;200911;72.4
QUI;200912;90.7
QUI;201001;59.8
QUI;201002;115.6
QUI;201003;91.8
QUI;201004;61.9
QUI;201005;79.9
QUI;201006;79.9
QUI;201007;79.2
QUI;201008;65.5
QUI;201009;50.8
QUI;201010;76.0
QUI;201011;83.9
QUI;201012;82.8
QUI;201101;69.1
QUI;201102;47.5
QUI;201103;77.8
QUI;201104;64.1
QUI;201105;59.4
QUI;201106;119.9
QUI;201107;80.3
