 

stn;time;tnd00xy0
PUY;1978;5
PUY;1979;9
PUY;1980;13
PUY;1981;8
PUY;1982;0
PUY;1983;7
PUY;1984;4
PUY;1985;28
PUY;1986;14
PUY;1987;22
PUY;1988;1
PUY;1989;0
PUY;1990;3
PUY;1991;14
PUY;1992;6
PUY;1993;6
PUY;1994;0
PUY;1995;6
PUY;1996;8
PUY;1997;4
PUY;1998;1
PUY;1999;6
PUY;2000;3
PUY;2001;8
PUY;2002;4
PUY;2003;13
PUY;2004;1
PUY;2005;15
PUY;2006;3
PUY;2007;5
PUY;2008;1
PUY;2009;17
PUY;2010;22
PUY;2011;1
PUY;2012;14
PUY;2013;7
PUY;2014;1
PUY;2015;4
PUY;2016;1
PUY;2017;14
PUY;2018;5
PUY;2019;0
PUY;2020;0
