 

stn;time;rre150yx
KAI;1909;35.5
KAI;1910;42.4
KAI;1911;27.0
KAI;1912;68.0
KAI;1913;34.2
KAI;1914;42.6
KAI;1915;48.5
KAI;1916;38.4
KAI;1917;39.2
KAI;1918;34.5
KAI;1919;46.4
KAI;1920;23.6
KAI;1921;28.5
KAI;1922;39.0
KAI;1923;35.1
KAI;1924;31.8
KAI;1925;36.0
KAI;1926;42.0
KAI;1927;36.5
KAI;1928;40.3
KAI;1929;39.0
KAI;1930;61.4
KAI;1931;62.8
KAI;1932;37.5
KAI;1933;29.6
KAI;1934;45.0
KAI;1935;30.2
KAI;1936;32.2
KAI;1937;48.5
KAI;1938;31.4
KAI;1939;43.7
KAI;1940;54.2
KAI;1941;27.8
KAI;1942;37.9
KAI;1943;25.7
KAI;1944;61.6
KAI;1945;48.5
KAI;1946;42.4
KAI;1947;38.8
KAI;1948;23.0
KAI;1949;22.5
KAI;1950;47.5
KAI;1951;31.0
KAI;1952;37.6
KAI;1953;76.5
KAI;1954;44.6
KAI;1955;44.6
KAI;1956;48.5
KAI;1957;47.9
KAI;1958;35.7
KAI;1959;31.0
KAI;1960;42.1
KAI;1961;33.0
KAI;1962;47.3
KAI;1963;43.2
KAI;1964;56.0
KAI;1965;32.2
KAI;1966;39.6
KAI;1967;28.5
KAI;1968;59.4
KAI;1969;39.4
KAI;1970;35.2
KAI;1971;33.2
KAI;1972;44.0
KAI;1973;45.6
KAI;1974;36.0
KAI;1975;35.2
KAI;1976;35.5
KAI;1977;31.6
KAI;1978;71.2
KAI;1979;30.4
KAI;1980;45.9
KAI;1981;32.7
KAI;1982;52.5
KAI;1983;34.4
KAI;1984;36.6
KAI;1985;30.4
KAI;1986;40.0
KAI;1987;51.9
KAI;1988;36.1
KAI;1989;26.0
KAI;1990;42.4
KAI;1991;27.7
KAI;1992;53.1
KAI;1993;37.4
KAI;1994;75.3
KAI;1995;42.3
KAI;1996;43.7
KAI;1997;35.0
KAI;1998;36.8
KAI;1999;42.5
KAI;2000;49.5
KAI;2001;48.0
KAI;2002;48.5
KAI;2003;41.8
KAI;2004;48.0
KAI;2005;33.6
KAI;2006;55.0
KAI;2007;65.0
KAI;2008;53.9
KAI;2009;68.0
KAI;2010;69.6
KAI;2011;31.3
