 

stn;time;tre200y0
IYVAL;1989;5.6
IYVAL;1990;5.0
IYVAL;1991;4.4
IYVAL;1992;5.0
IYVAL;1993;4.7
IYVAL;1994;5.7
IYVAL;1995;4.3
IYVAL;1996;4.0
IYVAL;1997;5.3
IYVAL;1998;5.1
IYVAL;1999;4.6
IYVAL;2000;4.9
IYVAL;2001;4.9
IYVAL;2002;5.7
IYVAL;2003;5.1
IYVAL;2004;4.5
IYVAL;2005;4.0
IYVAL;2006;4.7
IYVAL;2007;5.3
IYVAL;2008;4.5
IYVAL;2009;4.7
IYVAL;2010;3.8
IYVAL;2011;6.2
IYVAL;2012;5.4
IYVAL;2013;5.1
IYVAL;2014;6.0
IYVAL;2015;6.1
IYVAL;2016;5.6
IYVAL;2017;5.5
IYVAL;2018;6.0
IYVAL;2019;5.6
IYVAL;2020;6.0
