 

stn;time;rti150yx
BEZ;1989;19890401
BEZ;1990;19900214
BEZ;1991;19911221
BEZ;1992;19920403
BEZ;1993;19930705
BEZ;1994;19940518
BEZ;1995;19951116
BEZ;1996;19960621
BEZ;1997;19971221
BEZ;1998;19981103
BEZ;1999;19990221
BEZ;2000;20000613
BEZ;2001;20010715
BEZ;2002;20020220
BEZ;2003;20031007
BEZ;2004;20040113
BEZ;2005;20050718
BEZ;2006;20060409
BEZ;2007;20070808
BEZ;2008;20080913
BEZ;2009;20090714
BEZ;2010;20100617
BEZ;2011;20110713
BEZ;2012;20120630
BEZ;2013;20130729
BEZ;2014;20140426
BEZ;2015;20151120
BEZ;2016;20160512
BEZ;2017;20171111
BEZ;2018;20180104
BEZ;2019;20190908
BEZ;2020;20200830
