 

stn;time;tnd00xy0
NEU;1875;31
NEU;1876;26
NEU;1877;9
NEU;1878;18
NEU;1879;42
NEU;1880;30
NEU;1881;21
NEU;1882;29
NEU;1883;14
NEU;1884;8
NEU;1885;32
NEU;1886;28
NEU;1887;45
NEU;1888;27
NEU;1889;46
NEU;1890;52
NEU;1891;36
NEU;1892;33
NEU;1893;34
NEU;1894;25
NEU;1895;49
NEU;1896;30
NEU;1897;19
NEU;1898;14
NEU;1899;17
NEU;1900;11
NEU;1901;30
NEU;1902;23
NEU;1903;24
NEU;1904;17
NEU;1905;14
NEU;1906;22
NEU;1907;17
NEU;1908;29
NEU;1909;30
NEU;1910;3
NEU;1911;20
NEU;1912;9
NEU;1913;10
NEU;1914;32
NEU;1915;12
NEU;1916;3
NEU;1917;45
NEU;1918;17
NEU;1919;23
NEU;1920;12
NEU;1921;18
NEU;1922;19
NEU;1923;4
NEU;1924;26
NEU;1925;17
NEU;1926;11
NEU;1927;10
NEU;1928;5
NEU;1929;44
NEU;1930;6
NEU;1931;21
NEU;1932;14
NEU;1933;37
NEU;1934;14
NEU;1935;28
NEU;1936;10
NEU;1937;7
NEU;1938;21
NEU;1939;27
NEU;1940;42
NEU;1941;23
NEU;1942;39
NEU;1943;7
NEU;1944;23
NEU;1945;27
NEU;1946;25
NEU;1947;23
NEU;1948;16
NEU;1949;15
NEU;1950;23
NEU;1951;2
NEU;1952;20
NEU;1953;24
NEU;1954;23
NEU;1955;14
NEU;1956;33
NEU;1957;16
NEU;1958;14
NEU;1959;10
NEU;1960;18
NEU;1961;13
NEU;1962;18
NEU;1963;48
NEU;1964;26
NEU;1965;11
NEU;1966;15
NEU;1967;13
NEU;1968;15
NEU;1969;29
NEU;1970;19
NEU;1971;30
NEU;1972;12
NEU;1973;15
NEU;1974;1
NEU;1975;8
NEU;1976;18
NEU;1977;11
NEU;1978;14
NEU;1979;13
NEU;1980;18
NEU;1981;17
NEU;1982;11
NEU;1983;12
NEU;1984;2
NEU;1985;29
NEU;1986;18
NEU;1987;25
NEU;1988;1
NEU;1989;13
NEU;1990;13
NEU;1991;26
NEU;1992;12
NEU;1993;12
NEU;1994;4
NEU;1995;14
NEU;1996;17
NEU;1997;16
NEU;1998;14
NEU;1999;12
NEU;2000;3
NEU;2001;8
NEU;2002;13
NEU;2003;20
NEU;2004;4
NEU;2005;20
NEU;2006;23
NEU;2007;18
NEU;2008;6
NEU;2009;21
NEU;2010;32
NEU;2011;6
NEU;2012;15
NEU;2013;16
NEU;2014;1
NEU;2015;5
NEU;2016;5
NEU;2017;14
NEU;2018;7
NEU;2019;2
NEU;2020;2
