 

stn;time;tnd00xy0
LYN;1931;44
LYN;1932;25
LYN;1933;41
LYN;1934;23
LYN;1935;46
LYN;1936;11
LYN;1937;23
LYN;1938;27
LYN;1939;34
LYN;1940;47
LYN;1941;33
LYN;1942;39
LYN;1943;7
LYN;1944;29
LYN;1945;26
LYN;1946;36
LYN;1947;45
LYN;1948;15
LYN;1949;22
LYN;1950;37
LYN;1951;20
LYN;1952;47
LYN;1953;41
LYN;1954;34
LYN;1955;32
LYN;1956;54
LYN;1957;22
LYN;1958;32
LYN;1959;15
LYN;1960;29
LYN;1961;14
LYN;1962;50
LYN;1963;49
LYN;1964;25
LYN;1965;42
LYN;1966;37
LYN;1967;24
LYN;1968;35
LYN;1969;40
LYN;1970;43
LYN;1971;28
LYN;1972;13
LYN;1973;42
LYN;1974;19
LYN;1975;18
