 

stn;time;rs1000y0
GRY;1921;0
GRY;1922;0
GRY;1923;0
GRY;1924;0
GRY;1925;0
GRY;1926;0
GRY;1927;0
GRY;1928;0
GRY;1929;0
GRY;1930;0
GRY;1931;0
GRY;1932;0
GRY;1933;0
GRY;1934;0
GRY;1935;0
GRY;1936;0
GRY;1937;0
GRY;1938;0
GRY;1939;0
GRY;1940;0
GRY;1941;0
GRY;1942;0
GRY;1943;0
GRY;1944;0
GRY;1945;0
GRY;1946;0
GRY;1947;0
GRY;1948;0
GRY;1949;0
GRY;1950;0
GRY;1951;0
GRY;1952;0
GRY;1953;0
GRY;1954;0
GRY;1955;0
GRY;1956;0
GRY;1957;0
GRY;1958;0
GRY;1959;0
GRY;1960;0
GRY;1961;0
GRY;1962;0
GRY;1963;0
GRY;1964;0
GRY;1965;0
GRY;1966;0
GRY;1967;0
GRY;1968;0
GRY;1969;0
GRY;1970;0
GRY;1971;0
GRY;1972;0
GRY;1973;0
GRY;1974;0
GRY;1975;0
GRY;1976;0
GRY;1977;0
GRY;1978;0
GRY;1979;0
GRY;1980;0
GRY;1981;0
GRY;1982;0
GRY;1983;0
GRY;1984;0
GRY;1985;0
GRY;1986;0
GRY;1987;0
GRY;1988;0
GRY;1989;0
GRY;1990;0
GRY;1991;0
GRY;1992;0
GRY;1993;0
GRY;1994;0
GRY;1995;0
GRY;1996;0
GRY;1997;0
GRY;1998;0
GRY;1999;0
GRY;2000;0
GRY;2001;0
GRY;2002;0
GRY;2003;0
GRY;2004;0
GRY;2005;0
GRY;2006;0
GRY;2007;0
GRY;2008;0
GRY;2009;0
