 

stn;time;rhs150d0
STG;18651201;2.2
STG;18651202;0.1
STG;18651203;0.0
STG;18651204;0.0
STG;18651205;0.6
STG;18651206;0.1
STG;18651207;0.0
STG;18651208;0.0
STG;18651209;0.0
STG;18651210;0.0
STG;18651211;0.0
STG;18651212;0.0
STG;18651213;0.0
STG;18651214;0.0
STG;18651215;2.8
STG;18651216;2.0
STG;18651217;0.0
STG;18651218;0.0
STG;18651219;0.0
STG;18651220;0.0
STG;18651221;0.0
STG;18651222;0.0
STG;18651223;0.0
STG;18651224;0.0
STG;18651225;0.0
STG;18651226;0.0
STG;18651227;0.0
STG;18651228;0.0
STG;18651229;0.0
STG;18651230;0.0
STG;18651231;0.6
STG;18660101;0.0
STG;18660102;0.0
STG;18660103;0.0
STG;18660104;0.0
STG;18660105;0.0
STG;18660106;0.0
STG;18660107;0.3
STG;18660108;3.5
STG;18660109;3.7
STG;18660110;7.9
STG;18660111;0.2
STG;18660112;1.3
STG;18660113;0.0
STG;18660114;3.8
STG;18660115;0.0
STG;18660116;0.0
STG;18660117;2.7
STG;18660118;0.0
STG;18660119;0.0
STG;18660120;0.0
STG;18660121;0.0
STG;18660122;0.0
STG;18660123;7.3
STG;18660124;3.5
STG;18660125;0.0
STG;18660126;0.0
STG;18660127;0.0
STG;18660128;0.0
STG;18660129;0.0
STG;18660130;0.0
STG;18660131;0.0
STG;18660201;0.0
STG;18660202;7.6
STG;18660203;6.9
STG;18660204;1.5
STG;18660205;0.4
STG;18660206;5.7
STG;18660207;0.2
STG;18660208;7.0
STG;18660209;0.7
STG;18660210;0.0
STG;18660211;3.4
STG;18660212;13.1
STG;18660213;21.1
STG;18660214;16.8
STG;18660215;1.8
STG;18660216;0.0
STG;18660217;0.0
STG;18660218;0.0
STG;18660219;5.2
STG;18660220;3.9
STG;18660221;0.0
STG;18660222;0.0
STG;18660223;0.8
STG;18660224;2.3
STG;18660225;6.1
STG;18660226;0.0
STG;18660227;0.0
STG;18660228;0.0
STG;18660301;0.0
STG;18660302;0.0
STG;18660303;0.6
STG;18660304;3.4
STG;18660305;0.0
STG;18660306;0.0
STG;18660307;1.4
STG;18660308;7.9
STG;18660309;9.3
STG;18660310;38.9
STG;18660311;0.0
STG;18660312;0.0
STG;18660313;0.3
STG;18660314;9.7
STG;18660315;7.6
STG;18660316;0.0
STG;18660317;0.0
STG;18660318;0.4
STG;18660319;0.2
STG;18660320;0.0
STG;18660321;0.0
STG;18660322;0.3
STG;18660323;4.6
STG;18660324;0.0
STG;18660325;15.8
STG;18660326;4.5
STG;18660327;0.0
STG;18660328;2.8
STG;18660329;3.0
STG;18660330;0.0
STG;18660331;8.2
STG;18660401;11.7
STG;18660402;9.3
STG;18660403;11.0
STG;18660404;0.0
STG;18660405;0.0
STG;18660406;0.0
STG;18660407;0.0
STG;18660408;0.0
STG;18660409;0.0
STG;18660410;5.1
STG;18660411;0.0
STG;18660412;5.4
STG;18660413;0.0
STG;18660414;0.0
STG;18660415;26.8
STG;18660416;4.3
STG;18660417;0.0
STG;18660418;0.0
STG;18660419;0.0
STG;18660420;0.0
STG;18660421;26.5
STG;18660422;9.7
STG;18660423;1.7
STG;18660424;0.0
STG;18660425;0.0
STG;18660426;0.0
STG;18660427;0.0
STG;18660428;0.0
STG;18660429;1.3
STG;18660430;0.0
STG;18660501;0.0
STG;18660502;19.9
STG;18660503;0.7
STG;18660504;0.0
STG;18660505;9.6
STG;18660506;0.0
STG;18660507;0.0
STG;18660508;0.0
STG;18660509;0.0
STG;18660510;0.0
STG;18660511;0.0
STG;18660512;9.6
STG;18660513;16.2
STG;18660514;7.2
STG;18660515;1.4
STG;18660516;0.0
STG;18660517;0.0
STG;18660518;0.0
STG;18660519;0.0
STG;18660520;0.0
STG;18660521;0.0
STG;18660522;0.0
STG;18660523;0.0
STG;18660524;0.0
STG;18660525;0.0
STG;18660526;6.0
STG;18660527;4.8
STG;18660528;7.0
STG;18660529;18.2
STG;18660530;0.6
STG;18660531;6.5
STG;18660601;0.0
STG;18660602;0.0
STG;18660603;0.0
STG;18660604;0.0
STG;18660605;0.4
STG;18660606;32.9
STG;18660607;0.0
STG;18660608;0.0
STG;18660609;0.0
STG;18660610;0.0
STG;18660611;0.0
STG;18660612;0.0
STG;18660613;17.5
STG;18660614;5.8
STG;18660615;29.0
STG;18660616;0.9
STG;18660617;7.6
STG;18660618;0.0
STG;18660619;0.0
STG;18660620;7.5
STG;18660621;0.0
STG;18660622;0.0
STG;18660623;29.6
STG;18660624;6.1
STG;18660625;0.0
STG;18660626;0.0
STG;18660627;0.0
STG;18660628;7.8
STG;18660629;0.0
STG;18660630;0.0
STG;18660701;2.1
STG;18660702;0.0
STG;18660703;12.8
STG;18660704;0.0
STG;18660705;0.0
STG;18660706;4.3
STG;18660707;5.6
STG;18660708;7.7
STG;18660709;0.0
STG;18660710;0.8
STG;18660711;0.0
STG;18660712;0.0
STG;18660713;0.0
STG;18660714;0.0
STG;18660715;0.0
STG;18660716;0.0
STG;18660717;3.7
STG;18660718;2.6
STG;18660719;0.5
STG;18660720;24.5
STG;18660721;0.0
STG;18660722;0.0
STG;18660723;0.0
STG;18660724;2.0
STG;18660725;0.0
STG;18660726;13.3
STG;18660727;0.0
STG;18660728;9.0
