 

stn;time;tnd00xy0
DLZUG;1901;239
DLZUG;1902;238
DLZUG;1903;219
DLZUG;1904;213
DLZUG;1905;234
DLZUG;1906;224
DLZUG;1907;206
DLZUG;1908;221
DLZUG;1909;237
DLZUG;1910;254
DLZUG;1911;225
DLZUG;1912;270
DLZUG;1913;228
DLZUG;1914;241
DLZUG;1915;241
DLZUG;1916;227
DLZUG;1917;215
DLZUG;1918;246
DLZUG;1919;256
DLZUG;1920;211
DLZUG;1921;211
DLZUG;1922;243
DLZUG;1923;232
DLZUG;1924;230
DLZUG;1925;237
DLZUG;1926;240
DLZUG;1927;217
DLZUG;1928;228
DLZUG;1929;225
DLZUG;1930;235
DLZUG;1931;248
DLZUG;1932;226
DLZUG;1933;235
DLZUG;1934;209
DLZUG;1935;221
DLZUG;1936;239
DLZUG;1937;224
DLZUG;1938;218
DLZUG;1939;241
DLZUG;1940;231
DLZUG;1941;254
DLZUG;1942;224
DLZUG;1943;206
DLZUG;1944;231
