 

stn;time;rs1000m0
AGTGI;200102;0
AGTGI;200103;0
AGTGI;200104;0
AGTGI;200105;0
AGTGI;200106;0
AGTGI;200107;0
AGTGI;200108;0
AGTGI;200109;0
AGTGI;200110;0
AGTGI;200111;0
AGTGI;200112;0
AGTGI;200201;0
AGTGI;200202;0
AGTGI;200203;0
AGTGI;200204;0
AGTGI;200205;0
AGTGI;200206;0
AGTGI;200207;0
AGTGI;200208;0
AGTGI;200209;0
AGTGI;200210;0
AGTGI;200211;0
AGTGI;200212;0
AGTGI;200301;0
AGTGI;200302;0
AGTGI;200303;0
AGTGI;200304;0
AGTGI;200305;0
AGTGI;200306;0
AGTGI;200307;0
AGTGI;200308;0
AGTGI;200309;0
AGTGI;200310;0
AGTGI;200311;0
AGTGI;200312;0
AGTGI;200401;0
AGTGI;200402;0
AGTGI;200403;0
AGTGI;200404;0
AGTGI;200405;0
AGTGI;200406;0
AGTGI;200407;0
AGTGI;200408;0
AGTGI;200409;0
AGTGI;200410;0
AGTGI;200411;0
AGTGI;200412;0
AGTGI;200501;0
AGTGI;200502;0
AGTGI;200503;0
AGTGI;200504;0
AGTGI;200505;0
AGTGI;200506;0
AGTGI;200507;0
AGTGI;200508;0
AGTGI;200509;0
AGTGI;200510;0
AGTGI;200511;0
AGTGI;200512;0
AGTGI;200601;0
AGTGI;200602;0
AGTGI;200603;0
AGTGI;200604;0
AGTGI;200605;0
AGTGI;200606;0
AGTGI;200607;0
AGTGI;200608;0
AGTGI;200609;0
AGTGI;200610;0
AGTGI;200611;0
AGTGI;200612;0
AGTGI;200701;0
AGTGI;200702;0
AGTGI;200703;0
AGTGI;200704;0
AGTGI;200705;0
AGTGI;200706;0
AGTGI;200707;0
AGTGI;200708;0
AGTGI;200709;0
AGTGI;200710;0
AGTGI;200711;0
AGTGI;200712;0
AGTGI;200801;0
AGTGI;200802;0
AGTGI;200803;0
AGTGI;200804;0
AGTGI;200805;0
AGTGI;200806;0
AGTGI;200807;0
AGTGI;200808;0
AGTGI;200809;0
AGTGI;200810;0
AGTGI;200811;0
AGTGI;200812;0
AGTGI;200901;0
AGTGI;200902;0
AGTGI;200903;0
AGTGI;200904;0
AGTGI;200905;0
AGTGI;200906;0
AGTGI;200907;0
AGTGI;200908;0
AGTGI;200909;0
AGTGI;200910;0
AGTGI;200911;0
AGTGI;200912;0
AGTGI;201001;0
AGTGI;201002;0
AGTGI;201003;0
AGTGI;201004;0
AGTGI;201005;0
AGTGI;201006;0
AGTGI;201007;0
AGTGI;201008;0
AGTGI;201009;0
AGTGI;201010;0
AGTGI;201011;0
AGTGI;201012;0
AGTGI;201101;0
AGTGI;201102;0
AGTGI;201103;0
AGTGI;201104;0
AGTGI;201105;0
AGTGI;201106;0
AGTGI;201107;0
AGTGI;201108;0
AGTGI;201109;0
AGTGI;201110;0
AGTGI;201111;0
