 

stn;time;hto000y0
SCU;1972;7
SCU;1973;8
SCU;1974;12
SCU;1975;12
SCU;1976;6
SCU;1977;13
SCU;1978;13
SCU;1979;13
SCU;1980;17
SCU;1981;14
SCU;1982;12
SCU;1983;12
SCU;1984;14
SCU;1985;5
SCU;1986;19
SCU;1987;10
SCU;1988;8
SCU;1989;3
SCU;1990;5
SCU;1991;9
SCU;1992;15
SCU;1993;4
SCU;1994;9
SCU;1995;13
SCU;1996;8
SCU;1997;7
SCU;1998;4
SCU;1999;13
SCU;2000;9
SCU;2001;7
SCU;2002;1
SCU;2003;4
SCU;2004;11
