 

stn;time;fu3010m1
IYGSR;201311;100.4
IYGSR;201312;123.1
IYGSR;201401;77.4
IYGSR;201402;54.0
IYGSR;201403;108.4
IYGSR;201404;89.6
IYGSR;201405;76.3
IYGSR;201406;66.2
IYGSR;201407;63.7
IYGSR;201408;56.5
IYGSR;201409;69.8
IYGSR;201410;127.8
IYGSR;201411;50.8
IYGSR;201412;105.8
IYGSR;201501;124.9
IYGSR;201502;115.6
IYGSR;201503;96.1
IYGSR;201504;115.2
IYGSR;201505;67.7
IYGSR;201506;60.1
IYGSR;201507;65.9
IYGSR;201508;61.2
IYGSR;201509;92.9
IYGSR;201510;42.5
IYGSR;201511;77.4
IYGSR;201512;94.7
IYGSR;201601;82.4
IYGSR;201602;99.0
IYGSR;201603;67.3
IYGSR;201604;55.4
IYGSR;201605;67.7
IYGSR;201606;82.1
IYGSR;201607;70.9
IYGSR;201608;59.0
IYGSR;201609;74.5
