 

stn;time;tnd00xy0
DLFRB;1950;19
DLFRB;1951;2
DLFRB;1952;16
DLFRB;1953;17
DLFRB;1954;24
DLFRB;1955;13
DLFRB;1956;35
DLFRB;1957;13
DLFRB;1958;8
DLFRB;1959;11
DLFRB;1960;11
DLFRB;1961;22
DLFRB;1962;17
DLFRB;1963;52
DLFRB;1964;23
DLFRB;1965;10
DLFRB;1966;13
DLFRB;1967;14
DLFRB;1968;20
DLFRB;1969;25
DLFRB;1970;16
DLFRB;1971;13
DLFRB;1972;19
DLFRB;1973;16
DLFRB;1974;0
DLFRB;1975;4
DLFRB;1976;15
DLFRB;1977;4
DLFRB;1978;14
DLFRB;1979;11
DLFRB;1980;12
DLFRB;1981;11
DLFRB;1982;14
DLFRB;1983;10
DLFRB;1984;2
DLFRB;1985;29
DLFRB;1986;23
DLFRB;1987;27
DLFRB;1988;2
DLFRB;1989;19
DLFRB;1990;7
DLFRB;1991;15
DLFRB;1992;10
DLFRB;1993;17
DLFRB;1994;2
DLFRB;1995;12
DLFRB;1996;17
DLFRB;1997;15
DLFRB;1998;7
DLFRB;1999;5
DLFRB;2000;2
DLFRB;2001;3
DLFRB;2002;11
DLFRB;2003;11
DLFRB;2004;6
DLFRB;2005;15
DLFRB;2006;14
DLFRB;2007;8
DLFRB;2008;0
DLFRB;2009;14
DLFRB;2010;29
DLFRB;2011;5
DLFRB;2012;15
DLFRB;2013;12
DLFRB;2014;2
DLFRB;2015;1
