 

stn;time;tre200d0
SLFBEL;20081111;-2.6
SLFBEL;20081112;-4.2
SLFBEL;20081113;-6.5
SLFBEL;20081114;-1.5
SLFBEL;20081115;2.1
SLFBEL;20081116;-0.1
SLFBEL;20081117;-5.2
SLFBEL;20081118;-6.7
SLFBEL;20081119;-5.1
SLFBEL;20081120;-1.1
SLFBEL;20081121;-5.7
SLFBEL;20081122;-14.6
SLFBEL;20081123;-14.1
SLFBEL;20081124;-11.8
SLFBEL;20081125;-13.8
SLFBEL;20081126;-8.9
SLFBEL;20081127;-6.9
SLFBEL;20081128;-7.3
SLFBEL;20081129;-7.4
SLFBEL;20081130;-9.2
SLFBEL;20081201;-9.4
SLFBEL;20081202;-12.3
SLFBEL;20081203;-9.9
SLFBEL;20081204;-7.8
SLFBEL;20081205;-7.7
SLFBEL;20081206;-9.8
SLFBEL;20081207;-11.0
SLFBEL;20081208;-3.9
SLFBEL;20081209;-6.8
SLFBEL;20081210;-8.5
SLFBEL;20081211;-8.3
SLFBEL;20081212;-10.3
SLFBEL;20081213;-7.3
SLFBEL;20081214;-7.4
SLFBEL;20081215;-4.9
SLFBEL;20081216;-3.4
SLFBEL;20081217;-8.4
SLFBEL;20081218;-9.5
SLFBEL;20081219;-6.8
SLFBEL;20081220;-4.3
SLFBEL;20081221;-3.7
SLFBEL;20081222;-0.9
SLFBEL;20081223;-0.4
SLFBEL;20081224;-0.4
SLFBEL;20081225;-6.9
SLFBEL;20081226;-10.8
SLFBEL;20081227;-7.8
SLFBEL;20081228;-10.2
SLFBEL;20081229;-9.5
SLFBEL;20081230;-6.5
SLFBEL;20081231;-7.8
SLFBEL;20090101;-8.4
SLFBEL;20090102;-7.9
SLFBEL;20090103;-9.1
SLFBEL;20090104;-9.6
SLFBEL;20090105;-11.0
SLFBEL;20090106;-13.8
SLFBEL;20090107;-9.5
SLFBEL;20090108;-8.2
SLFBEL;20090109;-9.2
SLFBEL;20090110;-5.9
SLFBEL;20090111;-6.2
SLFBEL;20090112;-6.8
SLFBEL;20090113;-7.7
SLFBEL;20090114;-10.5
SLFBEL;20090115;-8.9
SLFBEL;20090116;-4.8
SLFBEL;20090117;-3.1
SLFBEL;20090118;-7.6
SLFBEL;20090119;-6.9
SLFBEL;20090120;-7.0
SLFBEL;20090121;-11.2
SLFBEL;20090122;-10.8
SLFBEL;20090123;-6.6
SLFBEL;20090124;-9.0
SLFBEL;20090125;-11.3
SLFBEL;20090126;-10.9
SLFBEL;20090127;-11.5
SLFBEL;20090128;-8.5
SLFBEL;20090129;-3.8
SLFBEL;20090130;-5.2
SLFBEL;20090131;-7.7
SLFBEL;20090201;-11.6
SLFBEL;20090202;-7.8
SLFBEL;20090203;-6.7
SLFBEL;20090204;-6.8
SLFBEL;20090205;-6.3
SLFBEL;20090206;-5.8
SLFBEL;20090207;-7.4
SLFBEL;20090208;-11.7
SLFBEL;20090209;-8.3
SLFBEL;20090210;-8.9
SLFBEL;20090211;-14.6
SLFBEL;20090212;-15.9
SLFBEL;20090213;-17.4
SLFBEL;20090214;-17.5
SLFBEL;20090215;-13.3
SLFBEL;20090216;-11.9
SLFBEL;20090217;-9.9
SLFBEL;20090218;-12.8
SLFBEL;20090219;-14.3
SLFBEL;20090220;-9.7
SLFBEL;20090221;-9.8
SLFBEL;20090222;-6.8
SLFBEL;20090223;-10.1
SLFBEL;20090224;-10.9
SLFBEL;20090225;-6.9
SLFBEL;20090226;-4.6
SLFBEL;20090227;-4.1
SLFBEL;20090228;-0.4
SLFBEL;20090301;-4.7
SLFBEL;20090302;-4.7
SLFBEL;20090303;-5.9
SLFBEL;20090304;-7.2
SLFBEL;20090305;-8.6
SLFBEL;20090306;-10.6
SLFBEL;20090307;-10.9
SLFBEL;20090308;-3.9
SLFBEL;20090309;-11.4
SLFBEL;20090310;-9.2
SLFBEL;20090311;-10.1
SLFBEL;20090312;-6.0
SLFBEL;20090313;-0.9
SLFBEL;20090314;-0.8
SLFBEL;20090315;-4.5
SLFBEL;20090316;-2.6
SLFBEL;20090317;-0.2
SLFBEL;20090318;-2.2
SLFBEL;20090319;-6.2
SLFBEL;20090320;-11.6
SLFBEL;20090321;-9.9
SLFBEL;20090322;-6.6
SLFBEL;20090323;-5.6
SLFBEL;20090324;-11.4
SLFBEL;20090325;-10.7
SLFBEL;20090326;-6.3
SLFBEL;20090327;-3.5
SLFBEL;20090328;-3.8
SLFBEL;20090329;-5.1
SLFBEL;20090330;-5.4
SLFBEL;20090331;-1.1
SLFBEL;20090401;0.2
SLFBEL;20090402;0.2
SLFBEL;20090403;-1.8
SLFBEL;20090404;-0.8
SLFBEL;20090405;-0.4
SLFBEL;20090406;-0.9
SLFBEL;20090407;-1.7
SLFBEL;20090408;-1.4
SLFBEL;20090409;-0.6
SLFBEL;20090410;-2.1
SLFBEL;20090411;-1.9
SLFBEL;20090412;-0.3
SLFBEL;20090413;0.7
SLFBEL;20090414;0.8
SLFBEL;20090415;-0.7
SLFBEL;20090416;-3.8
SLFBEL;20090417;-4.6
SLFBEL;20090418;-3.7
SLFBEL;20090419;-2.5
SLFBEL;20090420;-1.0
SLFBEL;20090421;0.8
SLFBEL;20090422;0.9
SLFBEL;20090423;-1.8
SLFBEL;20090424;-5.3
SLFBEL;20090425;-2.4
SLFBEL;20090426;-1.8
SLFBEL;20090427;-1.8
SLFBEL;20090428;-1.8
SLFBEL;20090429;-
SLFBEL;20090430;-
SLFBEL;20090501;-
SLFBEL;20090502;-
SLFBEL;20090503;-
SLFBEL;20090504;-
SLFBEL;20090505;-
SLFBEL;20090506;-
SLFBEL;20090507;-
SLFBEL;20090508;-
SLFBEL;20090509;-
SLFBEL;20090510;-
SLFBEL;20090511;-
SLFBEL;20090512;-
SLFBEL;20090513;-
SLFBEL;20090514;-
SLFBEL;20090515;-
SLFBEL;20090516;-
SLFBEL;20090517;-
SLFBEL;20090518;-
SLFBEL;20090519;-
SLFBEL;20090520;-
SLFBEL;20090521;-
SLFBEL;20090522;-
SLFBEL;20090523;-
SLFBEL;20090524;-
SLFBEL;20090525;-
SLFBEL;20090526;-
SLFBEL;20090527;-
SLFBEL;20090528;-
SLFBEL;20090529;-
SLFBEL;20090530;-
SLFBEL;20090531;-
SLFBEL;20090601;-
SLFBEL;20090602;-
SLFBEL;20090603;-
SLFBEL;20090604;-
SLFBEL;20090605;-
SLFBEL;20090606;-
SLFBEL;20090607;-
SLFBEL;20090608;-
SLFBEL;20090609;-
SLFBEL;20090610;-
SLFBEL;20090611;-
SLFBEL;20090612;-
SLFBEL;20090613;-
SLFBEL;20090614;-
SLFBEL;20090615;-
SLFBEL;20090616;-
SLFBEL;20090617;-
SLFBEL;20090618;-
SLFBEL;20090619;-
SLFBEL;20090620;1.1
SLFBEL;20090621;-0.4
SLFBEL;20090622;-1.1
SLFBEL;20090623;1.1
SLFBEL;20090624;7.5
SLFBEL;20090625;6.6
SLFBEL;20090626;5.5
SLFBEL;20090627;5.0
SLFBEL;20090628;8.3
SLFBEL;20090629;9.0
SLFBEL;20090630;9.0
SLFBEL;20090701;9.1
SLFBEL;20090702;9.2
SLFBEL;20090703;9.1
SLFBEL;20090704;8.2
SLFBEL;20090705;7.7
SLFBEL;20090706;7.1
SLFBEL;20090707;4.0
SLFBEL;20090708;1.9
SLFBEL;20090709;3.0
SLFBEL;20090710;2.2
SLFBEL;20090711;3.4
SLFBEL;20090712;8.6
SLFBEL;20090713;11.5
SLFBEL;20090714;10.2
SLFBEL;20090715;9.8
SLFBEL;20090716;11.8
SLFBEL;20090717;7.3
SLFBEL;20090718;-0.2
SLFBEL;20090719;3.6
SLFBEL;20090720;7.2
SLFBEL;20090721;10.5
SLFBEL;20090722;9.7
SLFBEL;20090723;8.8
SLFBEL;20090724;8.7
SLFBEL;20090725;4.6
SLFBEL;20090726;8.8
SLFBEL;20090727;10.7
SLFBEL;20090728;8.0
SLFBEL;20090729;11.1
SLFBEL;20090730;10.2
SLFBEL;20090731;9.9
SLFBEL;20090801;10.4
SLFBEL;20090802;6.7
SLFBEL;20090803;4.2
SLFBEL;20090804;4.6
SLFBEL;20090805;10.2
SLFBEL;20090806;11.8
SLFBEL;20090807;10.7
SLFBEL;20090808;7.7
SLFBEL;20090809;8.2
SLFBEL;20090810;7.3
SLFBEL;20090811;7.3
SLFBEL;20090812;8.1
SLFBEL;20090813;9.5
SLFBEL;20090814;10.3
SLFBEL;20090815;11.5
SLFBEL;20090816;11.5
SLFBEL;20090817;11.4
SLFBEL;20090818;12.1
SLFBEL;20090819;13.3
SLFBEL;20090820;13.4
SLFBEL;20090821;11.0
SLFBEL;20090822;8.5
SLFBEL;20090823;9.7
SLFBEL;20090824;10.5
SLFBEL;20090825;8.7
SLFBEL;20090826;8.4
SLFBEL;20090827;9.8
SLFBEL;20090828;9.9
