 

stn;time;rzz150mx
VDPON;201309;5.6
VDPON;201310;3.6
VDPON;201311;3.9
VDPON;201312;1.2
VDPON;201401;1.4
VDPON;201402;2.0
VDPON;201403;1.1
VDPON;201404;3.4
VDPON;201405;12.1
VDPON;201406;3.8
VDPON;201407;6.4
VDPON;201408;4.2
VDPON;201409;7.0
VDPON;201410;5.2
VDPON;201411;1.2
VDPON;201412;0.9
VDPON;201501;1.0
VDPON;201502;0.8
VDPON;201503;1.7
VDPON;201504;1.3
VDPON;201505;3.9
VDPON;201506;2.9
VDPON;201507;2.1
VDPON;201508;2.6
VDPON;201509;3.6
VDPON;201510;1.4
VDPON;201511;5.7
VDPON;201512;0.6
VDPON;201601;1.3
VDPON;201602;1.3
VDPON;201603;1.6
VDPON;201604;2.1
VDPON;201605;3.9
VDPON;201606;4.4
VDPON;201607;7.0
VDPON;201608;6.1
VDPON;201609;3.9
VDPON;201610;6.8
VDPON;201611;1.9
VDPON;201612;0.0
VDPON;201701;1.7
VDPON;201702;2.8
VDPON;201703;1.4
VDPON;201704;0.6
VDPON;201705;2.1
VDPON;201706;3.8
VDPON;201707;8.9
VDPON;201708;1.2
VDPON;201709;2.1
VDPON;201710;3.2
VDPON;201711;1.5
VDPON;201712;1.8
VDPON;201801;2.0
VDPON;201802;0.8
VDPON;201803;1.3
VDPON;201804;2.5
VDPON;201805;16.0
VDPON;201806;3.1
VDPON;201807;5.4
VDPON;201808;11.2
VDPON;201809;7.0
VDPON;201810;1.3
VDPON;201811;0.8
VDPON;201812;3.1
VDPON;201901;0.0
VDPON;201902;-
VDPON;201903;1.0
VDPON;201904;1.6
VDPON;201905;1.6
VDPON;201906;10.2
VDPON;201907;10.2
VDPON;201908;7.2
VDPON;201909;4.8
VDPON;201910;4.2
VDPON;201911;2.0
VDPON;201912;2.4
VDPON;202001;0.6
VDPON;202002;2.8
VDPON;202003;1.8
VDPON;202004;2.8
VDPON;202005;3.6
VDPON;202006;6.4
VDPON;202007;4.0
VDPON;202008;3.6
VDPON;202009;3.2
VDPON;202010;1.4
VDPON;202011;1.2
VDPON;202012;0.8
VDPON;202101;1.2
VDPON;202102;1.2
VDPON;202103;1.8
