 

stn;time;tnd00xy0
REH;1979;15
REH;1980;27
REH;1981;26
REH;1982;15
REH;1983;24
REH;1984;12
REH;1985;41
REH;1986;32
REH;1987;37
REH;1988;5
REH;1989;19
REH;1990;17
REH;1991;29
REH;1992;22
REH;1993;25
REH;1994;9
REH;1995;25
REH;1996;28
REH;1997;20
REH;1998;23
REH;1999;21
REH;2000;8
REH;2001;12
REH;2002;14
REH;2003;23
REH;2004;8
REH;2005;24
REH;2006;19
REH;2007;17
REH;2008;7
REH;2009;25
REH;2010;41
REH;2011;10
REH;2012;20
REH;2013;21
REH;2014;2
REH;2015;4
REH;2016;5
REH;2017;15
REH;2018;8
REH;2019;7
REH;2020;3
