 

stn;time;tre200y0
BRL;1959;4.5
BRL;1960;4.1
BRL;1961;4.8
BRL;1962;2.7
BRL;1963;3.5
BRL;1964;4.3
BRL;1965;3.6
BRL;1966;4.5
BRL;1967;4.2
BRL;1968;4.1
BRL;1969;3.3
BRL;1970;4.0
BRL;1971;3.5
BRL;1972;3.7
BRL;1973;3.7
BRL;1974;4.9
BRL;1975;5.1
BRL;1976;4.7
BRL;1977;5.0
BRL;1978;3.9
BRL;1979;4.5
BRL;1980;3.6
BRL;1981;4.2
BRL;1982;5.6
BRL;1983;5.0
BRL;1984;4.2
BRL;1985;4.2
BRL;1986;4.8
BRL;1987;4.7
BRL;1988;5.5
BRL;1989;5.6
BRL;1990;5.9
BRL;1991;4.8
BRL;1992;5.8
BRL;1993;5.5
BRL;1994;7.0
BRL;1995;5.8
BRL;1996;4.9
BRL;1997;5.2
BRL;1998;4.5
BRL;1999;5.1
BRL;2000;5.6
BRL;2001;5.6
BRL;2002;6.0
BRL;2003;5.2
BRL;2004;4.7
BRL;2005;4.1
BRL;2006;5.2
BRL;2007;5.6
BRL;2008;5.3
BRL;2009;4.8
BRL;2010;4.2
BRL;2011;5.9
BRL;2012;5.2
BRL;2013;4.7
BRL;2014;6.4
BRL;2015;5.7
BRL;2016;5.5
BRL;2017;5.3
BRL;2018;6.7
BRL;2019;6.0
BRL;2020;6.5
