 

stn;time;hto000y0
BIL;1960;0
BIL;1961;0
BIL;1962;0
BIL;1963;1
BIL;1964;0
BIL;1965;0
BIL;1966;0
BIL;1967;0
BIL;1968;1
BIL;1969;1
BIL;1970;1
BIL;1971;0
BIL;1972;0
BIL;1973;0
BIL;1974;0
BIL;1975;0
BIL;1976;0
BIL;1977;1
BIL;1978;0
BIL;1979;1
BIL;1980;0
BIL;1981;1
BIL;1982;0
BIL;1983;0
BIL;1984;0
BIL;1985;1
BIL;1986;2
BIL;1987;0
BIL;1988;0
BIL;1989;0
BIL;1990;1
BIL;1991;1
BIL;1992;0
BIL;1993;0
BIL;1994;0
BIL;1995;0
BIL;1996;0
BIL;1997;0
BIL;1998;0
BIL;1999;1
BIL;2000;0
BIL;2001;0
BIL;2002;0
BIL;2003;0
BIL;2004;1
BIL;2005;1
BIL;2006;0
BIL;2007;0
BIL;2008;0
BIL;2009;1
BIL;2010;1
BIL;2011;0
