 

stn;time;tre200y0
GRC;1951;4.6
GRC;1952;4.4
GRC;1953;4.8
GRC;1954;4.0
GRC;1955;4.3
GRC;1956;3.1
GRC;1957;4.9
GRC;1958;4.7
GRC;1959;5.2
GRC;1960;4.0
GRC;1961;5.5
GRC;1962;3.9
GRC;1963;3.8
GRC;1964;5.2
GRC;1965;3.6
GRC;1966;4.5
GRC;1967;4.8
GRC;1968;4.3
GRC;1969;3.8
GRC;1970;3.9
GRC;1971;4.8
GRC;1972;4.4
GRC;1973;4.4
GRC;1974;4.3
GRC;1975;4.7
GRC;1976;4.5
GRC;1977;4.5
GRC;1978;4.1
GRC;1979;4.3
GRC;1980;3.7
GRC;1981;4.3
GRC;1982;5.1
GRC;1983;5.4
GRC;1984;3.9
GRC;1985;4.6
GRC;1986;4.6
GRC;1987;4.9
GRC;1988;5.2
GRC;1989;6.1
GRC;1990;5.8
GRC;1991;5.1
GRC;1992;5.8
GRC;1993;5.3
GRC;1994;6.2
GRC;1995;5.0
GRC;1996;4.8
GRC;1997;6.2
GRC;1998;6.1
GRC;1999;5.7
GRC;2000;6.4
GRC;2001;6.1
GRC;2002;6.4
GRC;2003;7.0
GRC;2004;6.0
GRC;2005;5.5
GRC;2006;6.7
GRC;2007;6.7
GRC;2008;6.1
GRC;2009;6.3
GRC;2010;5.1
GRC;2011;7.4
GRC;2012;6.5
GRC;2013;5.4
GRC;2014;6.0
GRC;2015;6.5
GRC;2016;5.8
GRC;2017;6.0
GRC;2018;6.5
GRC;2019;6.2
GRC;2020;6.7
