 

stn;time;rzz150mx
BEZ;198812;2.1
BEZ;198901;0.6
BEZ;198902;1.6
BEZ;198903;0.8
BEZ;198904;2.0
BEZ;198905;1.9
BEZ;198906;1.5
BEZ;198907;2.9
BEZ;198908;1.0
BEZ;198909;0.4
BEZ;198910;1.4
BEZ;198911;0.7
BEZ;198912;1.4
BEZ;199001;2.4
BEZ;199002;2.2
BEZ;199003;1.7
BEZ;199004;1.4
BEZ;199005;9.9
BEZ;199006;18.8
BEZ;199007;5.4
BEZ;199008;5.2
BEZ;199009;6.2
BEZ;199010;3.5
BEZ;199011;1.2
BEZ;199012;1.6
BEZ;199101;1.0
BEZ;199102;0.8
BEZ;199103;1.5
BEZ;199104;0.5
BEZ;199105;3.4
BEZ;199106;4.6
BEZ;199107;8.7
BEZ;199108;2.2
BEZ;199109;3.7
BEZ;199110;1.0
BEZ;199111;2.0
BEZ;199112;1.7
BEZ;199201;0.5
BEZ;199202;1.2
BEZ;199203;2.1
BEZ;199204;2.9
BEZ;199205;1.1
BEZ;199206;9.0
BEZ;199207;7.4
BEZ;199208;3.3
BEZ;199209;1.7
BEZ;199210;1.9
BEZ;199211;3.5
BEZ;199212;0.6
BEZ;199301;0.8
BEZ;199302;1.3
BEZ;199303;2.3
BEZ;199304;1.0
BEZ;199305;5.3
BEZ;199306;12.2
BEZ;199307;10.6
BEZ;199308;5.5
BEZ;199309;2.4
BEZ;199310;1.0
BEZ;199311;0.7
BEZ;199312;2.4
BEZ;199401;1.7
BEZ;199402;0.7
BEZ;199403;1.3
BEZ;199404;1.0
BEZ;199405;4.2
BEZ;199406;5.5
BEZ;199407;8.4
BEZ;199408;2.3
BEZ;199409;4.2
BEZ;199410;1.9
BEZ;199411;1.0
BEZ;199412;1.3
BEZ;199501;1.9
BEZ;199502;2.1
BEZ;199503;1.4
BEZ;199504;2.4
BEZ;199505;1.5
BEZ;199506;9.6
BEZ;199507;9.7
BEZ;199508;7.3
BEZ;199509;5.0
BEZ;199510;1.2
BEZ;199511;2.2
BEZ;199512;1.0
BEZ;199601;0.8
BEZ;199602;1.4
BEZ;199603;1.2
BEZ;199604;1.0
BEZ;199605;1.9
BEZ;199606;8.8
BEZ;199607;7.1
BEZ;199608;5.6
BEZ;199609;1.3
BEZ;199610;1.4
BEZ;199611;1.8
BEZ;199612;1.0
BEZ;199701;0.6
BEZ;199702;2.0
BEZ;199703;1.3
BEZ;199704;2.9
BEZ;199705;4.6
BEZ;199706;4.4
BEZ;199707;5.9
BEZ;199708;8.0
BEZ;199709;2.5
BEZ;199710;2.8
BEZ;199711;2.0
BEZ;199712;1.7
BEZ;199801;2.7
BEZ;199802;0.8
BEZ;199803;1.4
BEZ;199804;1.9
BEZ;199805;3.9
BEZ;199806;3.5
BEZ;199807;4.3
BEZ;199808;3.9
BEZ;199809;2.6
BEZ;199810;5.2
BEZ;199811;1.8
BEZ;199812;0.7
BEZ;199901;1.8
BEZ;199902;1.6
BEZ;199903;0.9
BEZ;199904;2.0
BEZ;199905;3.9
BEZ;199906;3.9
BEZ;199907;8.3
BEZ;199908;4.0
BEZ;199909;4.5
BEZ;199910;1.2
BEZ;199911;1.0
BEZ;199912;2.1
BEZ;200001;0.8
BEZ;200002;2.3
BEZ;200003;1.5
BEZ;200004;3.4
BEZ;200005;7.5
BEZ;200006;18.0
BEZ;200007;5.4
BEZ;200008;6.3
BEZ;200009;2.2
BEZ;200010;1.3
BEZ;200011;1.0
BEZ;200012;1.0
BEZ;200101;1.5
BEZ;200102;0.9
BEZ;200103;2.7
BEZ;200104;2.7
BEZ;200105;4.3
BEZ;200106;4.3
BEZ;200107;4.0
BEZ;200108;11.5
BEZ;200109;2.1
BEZ;200110;1.3
BEZ;200111;1.5
BEZ;200112;1.1
BEZ;200201;0.8
BEZ;200202;1.9
BEZ;200203;1.6
BEZ;200204;1.6
BEZ;200205;1.9
BEZ;200206;7.5
BEZ;200207;3.3
BEZ;200208;3.1
