 

stn;time;rhs150m0
ALT;186401;40.8
ALT;186402;38.0
ALT;186403;31.6
ALT;186404;155.1
ALT;186405;103.9
ALT;186406;176.8
ALT;186407;175.1
ALT;186408;77.0
ALT;186409;71.6
ALT;186410;27.1
ALT;186411;72.9
ALT;186412;5.9
ALT;186501;53.0
ALT;186502;25.7
ALT;186503;69.2
ALT;186504;1.0
ALT;186505;57.0
ALT;186506;75.3
ALT;186507;220.7
ALT;186508;197.5
ALT;186509;1.8
ALT;186510;95.4
ALT;186511;74.5
ALT;186512;4.8
ALT;186601;62.3
ALT;186602;109.4
ALT;186603;115.9
ALT;186604;97.3
ALT;186605;85.4
ALT;186606;59.3
ALT;186607;128.5
ALT;186608;241.7
ALT;186609;103.4
ALT;186610;3.5
ALT;186611;204.8
ALT;186612;96.9
ALT;186701;143.1
ALT;186702;85.7
ALT;186703;105.8
ALT;186704;160.7
ALT;186705;95.1
ALT;186706;133.1
ALT;186707;46.7
ALT;186708;74.5
ALT;186709;62.7
ALT;186710;192.0
ALT;186711;17.7
ALT;186712;162.2
ALT;186801;59.0
ALT;186802;20.2
ALT;186803;217.6
ALT;186804;99.5
ALT;186805;35.3
ALT;186806;116.5
ALT;186807;158.8
ALT;186808;62.2
ALT;186809;100.1
ALT;186810;200.7
ALT;186811;32.7
ALT;186812;152.1
ALT;186901;40.6
ALT;186902;30.4
ALT;186903;115.9
ALT;186904;113.8
ALT;186905;97.0
ALT;186906;139.7
ALT;186907;125.1
ALT;186908;202.1
ALT;186909;51.8
ALT;186910;75.2
ALT;186911;106.3
ALT;186912;84.8
ALT;187001;20.7
ALT;187002;16.3
ALT;187003;56.6
ALT;187004;50.4
ALT;187005;30.3
ALT;187006;74.0
ALT;187007;57.8
ALT;187008;180.4
ALT;187009;87.0
ALT;187010;247.2
ALT;187011;150.4
ALT;187012;71.5
ALT;187101;38.5
ALT;187102;68.2
ALT;187103;38.8
ALT;187104;162.6
ALT;187105;85.5
ALT;187106;196.3
ALT;187107;80.9
ALT;187108;139.2
ALT;187109;21.2
ALT;187110;113.1
ALT;187111;45.3
ALT;187112;6.2
ALT;187201;25.0
ALT;187202;52.2
ALT;187203;73.4
ALT;187204;130.7
ALT;187205;206.7
ALT;187206;146.7
ALT;187207;140.9
ALT;187208;179.9
ALT;187209;48.3
ALT;187210;210.0
ALT;187211;53.6
ALT;187212;102.9
ALT;187301;17.3
ALT;187302;19.5
ALT;187303;46.3
ALT;187304;103.8
ALT;187305;118.3
ALT;187306;58.1
ALT;187307;188.4
ALT;187308;165.2
ALT;187309;121.0
ALT;187310;184.9
ALT;187311;64.8
ALT;187312;45.1
ALT;187401;11.5
ALT;187402;23.5
ALT;187403;36.2
