 

stn;time;rsd300y0
MAC;1961;4
MAC;1962;2
MAC;1963;5
MAC;1964;3
MAC;1965;3
MAC;1966;2
MAC;1967;2
MAC;1968;6
MAC;1969;2
MAC;1970;3
MAC;1971;1
MAC;1972;2
MAC;1973;1
MAC;1974;4
MAC;1975;4
MAC;1976;4
MAC;1977;4
MAC;1978;3
MAC;1979;4
MAC;1980;6
MAC;1981;3
MAC;1982;6
MAC;1983;8
MAC;1984;4
MAC;1985;4
MAC;1986;4
MAC;1987;6
MAC;1988;9
MAC;1989;1
MAC;1990;9
MAC;1991;7
MAC;1992;4
MAC;1993;3
MAC;1994;5
MAC;1995;8
MAC;1996;5
MAC;1997;5
MAC;1998;2
MAC;1999;3
MAC;2000;5
MAC;2001;6
MAC;2002;8
MAC;2003;3
MAC;2004;8
MAC;2005;1
MAC;2006;6
MAC;2007;4
MAC;2008;6
MAC;2009;0
MAC;2010;2
MAC;2011;2
MAC;2012;4
MAC;2013;3
MAC;2014;4
MAC;2015;6
MAC;2016;5
MAC;2017;4
MAC;2018;1
MAC;2019;5
MAC;2020;3
