 

stn;time;hto000y0
RIE;1974;23
RIE;1975;27
RIE;1976;14
RIE;1977;21
RIE;1978;28
RIE;1979;30
RIE;1980;34
RIE;1981;34
RIE;1982;36
RIE;1983;21
RIE;1984;32
RIE;1985;18
RIE;1986;31
RIE;1987;24
RIE;1988;22
RIE;1989;6
RIE;1990;9
RIE;1991;13
RIE;1992;19
RIE;1993;8
RIE;1994;15
RIE;1995;26
RIE;1996;12
RIE;1997;12
RIE;1998;11
