 

stn;time;rsd300y0
WEN;1923;1
WEN;1924;2
WEN;1925;2
WEN;1926;1
WEN;1927;3
WEN;1928;1
WEN;1929;1
WEN;1930;2
WEN;1931;4
WEN;1932;2
WEN;1933;0
WEN;1934;4
WEN;1935;3
WEN;1936;3
WEN;1937;2
WEN;1938;5
WEN;1939;1
WEN;1940;4
WEN;1941;1
WEN;1942;3
WEN;1943;0
WEN;1944;2
WEN;1945;1
WEN;1946;3
WEN;1947;0
WEN;1948;4
WEN;1949;1
WEN;1950;4
WEN;1951;5
WEN;1952;3
WEN;1953;2
WEN;1954;4
WEN;1955;3
WEN;1956;2
WEN;1957;0
WEN;1958;2
WEN;1959;1
WEN;1960;1
WEN;1961;1
WEN;1962;1
WEN;1963;2
WEN;1964;2
WEN;1965;3
WEN;1966;2
WEN;1967;0
WEN;1968;5
WEN;1969;3
WEN;1970;1
WEN;1971;2
WEN;1972;2
WEN;1973;3
WEN;1974;0
WEN;1975;1
WEN;1976;0
WEN;1977;1
WEN;1978;3
WEN;1979;2
WEN;1980;2
WEN;1981;3
WEN;1982;6
WEN;1983;2
WEN;1984;2
WEN;1985;0
WEN;1986;2
WEN;1987;6
WEN;1988;0
WEN;1989;0
WEN;1990;1
WEN;1991;5
WEN;1992;2
WEN;1993;0
