 

stn;time;rsd700y0
MAV;1900;1
MAV;1901;0
MAV;1902;1
MAV;1903;0
MAV;1904;0
MAV;1905;0
MAV;1906;0
MAV;1907;0
MAV;1908;0
MAV;1909;0
MAV;1910;0
MAV;1911;0
MAV;1912;0
MAV;1913;0
MAV;1914;0
MAV;1915;0
MAV;1916;0
MAV;1917;0
MAV;1918;0
MAV;1919;0
MAV;1920;0
MAV;1921;0
MAV;1922;0
MAV;1923;0
MAV;1924;0
MAV;1925;0
MAV;1926;0
MAV;1927;0
MAV;1928;0
MAV;1929;0
MAV;1930;1
MAV;1931;0
MAV;1932;0
MAV;1933;0
MAV;1934;0
MAV;1935;0
MAV;1936;0
MAV;1937;0
MAV;1938;0
MAV;1939;0
MAV;1940;0
MAV;1941;0
MAV;1942;0
MAV;1943;0
MAV;1944;0
MAV;1945;0
MAV;1946;0
MAV;1947;0
MAV;1948;0
MAV;1949;0
MAV;1950;0
MAV;1951;0
MAV;1952;0
MAV;1953;0
MAV;1954;0
MAV;1955;0
MAV;1956;0
MAV;1957;0
MAV;1958;0
MAV;1959;0
MAV;1960;0
MAV;1961;0
MAV;1962;0
MAV;1963;0
MAV;1964;0
MAV;1965;0
MAV;1966;0
MAV;1967;0
MAV;1968;0
MAV;1969;0
MAV;1970;0
MAV;1971;0
MAV;1972;0
MAV;1973;0
MAV;1974;0
MAV;1975;0
MAV;1976;0
MAV;1977;0
MAV;1978;0
MAV;1979;0
MAV;1980;0
MAV;1981;0
MAV;1982;0
MAV;1983;0
MAV;1984;0
MAV;1985;0
MAV;1986;0
MAV;1987;0
MAV;1988;0
