 

stn;time;rsd300y0
IYBOZ;1951;8
IYBOZ;1952;5
IYBOZ;1953;6
IYBOZ;1954;4
IYBOZ;1955;4
IYBOZ;1956;4
IYBOZ;1957;4
IYBOZ;1958;4
IYBOZ;1959;3
IYBOZ;1960;8
IYBOZ;1961;2
IYBOZ;1962;5
IYBOZ;1963;5
IYBOZ;1964;3
IYBOZ;1965;3
IYBOZ;1966;7
IYBOZ;1967;3
IYBOZ;1968;0
IYBOZ;1969;0
IYBOZ;1970;2
IYBOZ;1971;0
IYBOZ;1972;0
IYBOZ;1973;3
IYBOZ;1974;1
IYBOZ;1975;5
IYBOZ;1976;7
IYBOZ;1977;3
IYBOZ;1978;1
IYBOZ;1979;6
IYBOZ;1980;2
IYBOZ;1981;8
IYBOZ;1982;2
IYBOZ;1983;3
IYBOZ;1984;2
IYBOZ;1985;4
IYBOZ;1986;2
IYBOZ;1987;7
IYBOZ;1988;5
IYBOZ;1989;2
IYBOZ;1990;3
IYBOZ;1991;1
IYBOZ;1992;6
IYBOZ;1993;3
IYBOZ;1994;2
IYBOZ;1995;2
IYBOZ;1996;5
IYBOZ;1997;4
IYBOZ;1998;9
IYBOZ;1999;3
IYBOZ;2000;4
IYBOZ;2001;2
IYBOZ;2002;4
IYBOZ;2003;3
IYBOZ;2004;1
IYBOZ;2005;0
IYBOZ;2006;3
IYBOZ;2007;3
IYBOZ;2008;6
IYBOZ;2009;1
IYBOZ;2010;1
IYBOZ;2011;4
IYBOZ;2012;7
IYBOZ;2013;8
IYBOZ;2014;4
IYBOZ;2015;2
IYBOZ;2016;3
IYBOZ;2017;6
IYBOZ;2018;5
