 

stn;time;hns000y0
BAL;1974;319
BAL;1975;242
BAL;1976;286
BAL;1977;320
BAL;1978;319
BAL;1979;393
BAL;1980;387
BAL;1981;449
BAL;1982;206
BAL;1983;229
BAL;1984;279
BAL;1985;245
BAL;1986;364
BAL;1987;173
BAL;1988;297
BAL;1989;132
BAL;1990;227
BAL;1991;184
BAL;1992;161
BAL;1993;211
BAL;1994;200
BAL;1995;325
