 

stn;time;tre200y0
DLHEC;1970;7.6
DLHEC;1971;7.9
DLHEC;1972;7.4
DLHEC;1973;7.5
DLHEC;1974;8.5
DLHEC;1975;8.3
DLHEC;1976;8.4
DLHEC;1977;8.5
DLHEC;1978;7.6
DLHEC;1979;8.0
DLHEC;1980;7.4
DLHEC;1981;8.0
DLHEC;1982;8.7
DLHEC;1983;8.8
DLHEC;1984;7.7
DLHEC;1985;7.6
DLHEC;1986;7.8
DLHEC;1987;7.6
DLHEC;1988;8.8
DLHEC;1989;9.0
DLHEC;1990;9.0
DLHEC;1991;8.2
DLHEC;1992;9.1
DLHEC;1993;8.6
DLHEC;1994;9.9
DLHEC;1995;8.6
DLHEC;1996;7.5
DLHEC;1997;8.9
DLHEC;1998;9.1
DLHEC;1999;9.3
DLHEC;2000;10.1
DLHEC;2001;9.6
DLHEC;2002;10.0
DLHEC;2003;10.0
DLHEC;2004;8.6
DLHEC;2005;8.4
DLHEC;2006;9.1
DLHEC;2007;9.3
DLHEC;2008;9.0
DLHEC;2009;9.0
DLHEC;2010;8.0
DLHEC;2011;9.7
