 

stn;time;tre200dn
WSLVSB;20180104;0.4
WSLVSB;20180105;3.0
WSLVSB;20180106;2.9
WSLVSB;20180107;5.6
WSLVSB;20180108;5.2
WSLVSB;20180109;2.1
WSLVSB;20180110;0.2
WSLVSB;20180111;0.4
WSLVSB;20180112;-1.5
WSLVSB;20180113;-2.9
WSLVSB;20180114;-3.4
WSLVSB;20180115;-3.9
WSLVSB;20180116;-0.2
WSLVSB;20180117;-1.3
WSLVSB;20180118;-0.1
WSLVSB;20180119;1.0
WSLVSB;20180120;-0.7
WSLVSB;20180121;-0.2
WSLVSB;20180122;-0.2
WSLVSB;20180123;1.3
WSLVSB;20180124;0.4
WSLVSB;20180125;2.4
WSLVSB;20180126;4.6
WSLVSB;20180127;1.2
WSLVSB;20180128;-0.2
WSLVSB;20180129;-0.3
WSLVSB;20180130;-1.4
WSLVSB;20180131;-2.0
WSLVSB;20180201;-1.4
WSLVSB;20180202;-2.6
WSLVSB;20180203;-4.1
WSLVSB;20180204;-5.0
WSLVSB;20180205;-1.5
WSLVSB;20180206;0.1
WSLVSB;20180207;-0.5
WSLVSB;20180208;-0.8
WSLVSB;20180209;-3.6
WSLVSB;20180210;-1.8
WSLVSB;20180211;-2.7
WSLVSB;20180212;-4.2
WSLVSB;20180213;-7.8
WSLVSB;20180214;-5.1
WSLVSB;20180215;-3.2
WSLVSB;20180216;0.4
WSLVSB;20180217;2.1
WSLVSB;20180218;0.7
WSLVSB;20180219;-2.0
WSLVSB;20180220;-1.3
WSLVSB;20180221;-2.1
WSLVSB;20180222;-3.5
WSLVSB;20180223;-3.2
WSLVSB;20180224;-2.0
WSLVSB;20180225;-4.1
WSLVSB;20180226;-9.7
WSLVSB;20180227;-11.9
WSLVSB;20180228;-11.5
WSLVSB;20180301;-2.6
WSLVSB;20180302;-2.1
WSLVSB;20180303;-2.5
WSLVSB;20180304;-0.4
WSLVSB;20180305;2.4
WSLVSB;20180306;1.5
WSLVSB;20180307;1.5
WSLVSB;20180308;-1.2
WSLVSB;20180309;0.5
WSLVSB;20180310;7.3
WSLVSB;20180311;4.5
WSLVSB;20180312;3.1
WSLVSB;20180313;3.1
WSLVSB;20180314;1.2
WSLVSB;20180315;-
WSLVSB;20180316;-
WSLVSB;20180317;-
WSLVSB;20180318;-
WSLVSB;20180319;-
WSLVSB;20180320;-
WSLVSB;20180321;-
WSLVSB;20180322;-5.1
WSLVSB;20180323;1.1
WSLVSB;20180324;-0.3
WSLVSB;20180325;0.1
WSLVSB;20180326;3.6
WSLVSB;20180327;1.4
WSLVSB;20180328;1.2
WSLVSB;20180329;2.9
WSLVSB;20180330;1.3
WSLVSB;20180331;-0.1
WSLVSB;20180401;0.9
WSLVSB;20180402;-0.1
WSLVSB;20180403;9.4
WSLVSB;20180404;5.1
WSLVSB;20180405;4.2
WSLVSB;20180406;2.1
WSLVSB;20180407;6.1
WSLVSB;20180408;9.2
WSLVSB;20180409;10.2
WSLVSB;20180410;5.5
WSLVSB;20180411;5.1
WSLVSB;20180412;4.8
WSLVSB;20180413;3.2
WSLVSB;20180414;5.6
WSLVSB;20180415;7.3
WSLVSB;20180416;8.2
WSLVSB;20180417;7.2
WSLVSB;20180418;6.9
WSLVSB;20180419;8.6
WSLVSB;20180420;9.0
WSLVSB;20180421;8.8
WSLVSB;20180422;9.1
WSLVSB;20180423;9.5
WSLVSB;20180424;9.7
WSLVSB;20180425;8.3
WSLVSB;20180426;8.5
WSLVSB;20180427;6.0
WSLVSB;20180428;10.0
WSLVSB;20180429;9.0
WSLVSB;20180430;5.5
WSLVSB;20180501;6.9
WSLVSB;20180502;6.3
WSLVSB;20180503;6.0
WSLVSB;20180504;7.8
WSLVSB;20180505;11.1
WSLVSB;20180506;12.3
WSLVSB;20180507;9.0
WSLVSB;20180508;7.6
WSLVSB;20180509;9.6
WSLVSB;20180510;10.0
WSLVSB;20180511;8.0
WSLVSB;20180512;10.8
WSLVSB;20180513;6.9
WSLVSB;20180514;5.6
WSLVSB;20180515;5.9
WSLVSB;20180516;9.1
WSLVSB;20180517;9.4
WSLVSB;20180518;7.2
WSLVSB;20180519;10.5
WSLVSB;20180520;7.9
WSLVSB;20180521;12.8
WSLVSB;20180522;10.1
WSLVSB;20180523;12.3
WSLVSB;20180524;11.2
WSLVSB;20180525;11.0
WSLVSB;20180526;12.2
WSLVSB;20180527;10.8
WSLVSB;20180528;12.6
WSLVSB;20180529;12.3
WSLVSB;20180530;11.9
WSLVSB;20180531;11.5
WSLVSB;20180601;12.6
WSLVSB;20180602;12.3
WSLVSB;20180603;14.5
WSLVSB;20180604;14.1
WSLVSB;20180605;13.3
WSLVSB;20180606;13.6
WSLVSB;20180607;15.2
