 

stn;time;tre200d0
SLFME2;20021030;3.9
SLFME2;20021031;1.8
SLFME2;20021101;2.4
SLFME2;20021102;0.6
SLFME2;20021103;1.7
SLFME2;20021104;-4.5
SLFME2;20021105;-
SLFME2;20021106;-6.2
SLFME2;20021107;-7.1
SLFME2;20021108;-9.1
SLFME2;20021109;-4.4
SLFME2;20021110;-3.7
SLFME2;20021111;-1.3
SLFME2;20021112;-2.5
SLFME2;20021113;-2.6
SLFME2;20021114;-1.4
SLFME2;20021115;0.7
SLFME2;20021116;0.1
SLFME2;20021117;-
SLFME2;20021118;-
SLFME2;20021119;-2.4
SLFME2;20021120;-3.1
SLFME2;20021121;-2.3
SLFME2;20021122;-
SLFME2;20021123;-
SLFME2;20021124;-
SLFME2;20021125;-0.4
SLFME2;20021126;0.0
SLFME2;20021127;0.1
SLFME2;20021128;-0.2
SLFME2;20021129;-3.9
SLFME2;20021130;-6.8
SLFME2;20021201;-
SLFME2;20021202;-
SLFME2;20021203;-8.4
SLFME2;20021204;-5.0
SLFME2;20021205;-2.5
SLFME2;20021206;-2.4
SLFME2;20021207;-
SLFME2;20021208;-5.6
SLFME2;20021209;-10.8
SLFME2;20021210;-9.7
SLFME2;20021211;-6.9
SLFME2;20021212;-5.5
SLFME2;20021213;-5.6
SLFME2;20021214;-6.6
SLFME2;20021215;-5.9
SLFME2;20021216;-5.4
SLFME2;20021217;-
SLFME2;20021218;-6.0
SLFME2;20021219;-1.6
SLFME2;20021220;-1.7
SLFME2;20021221;-
SLFME2;20021222;-2.7
SLFME2;20021223;1.8
SLFME2;20021224;-0.3
SLFME2;20021225;-2.7
SLFME2;20021226;-4.5
SLFME2;20021227;-4.0
SLFME2;20021228;-3.5
SLFME2;20021229;-3.7
SLFME2;20021230;0.3
SLFME2;20021231;-4.5
SLFME2;20030101;-5.7
SLFME2;20030102;-1.6
SLFME2;20030103;-4.3
SLFME2;20030104;-5.6
SLFME2;20030105;-13.5
SLFME2;20030106;-12.3
SLFME2;20030107;-17.7
SLFME2;20030108;-14.0
SLFME2;20030109;-8.9
SLFME2;20030110;-10.3
SLFME2;20030111;-11.2
SLFME2;20030112;-9.8
SLFME2;20030113;-7.2
SLFME2;20030114;-2.8
SLFME2;20030115;-0.8
SLFME2;20030116;-6.5
SLFME2;20030117;-
SLFME2;20030118;-8.4
SLFME2;20030119;-7.4
SLFME2;20030120;-5.3
SLFME2;20030121;-5.4
SLFME2;20030122;-
SLFME2;20030123;-9.1
SLFME2;20030124;-9.1
SLFME2;20030125;-5.8
SLFME2;20030126;-8.6
SLFME2;20030127;-1.8
SLFME2;20030128;-4.4
SLFME2;20030129;-11.4
SLFME2;20030130;-13.7
SLFME2;20030131;-17.0
SLFME2;20030201;-15.5
SLFME2;20030202;-11.9
SLFME2;20030203;-10.8
SLFME2;20030204;-12.1
SLFME2;20030205;-15.4
SLFME2;20030206;-15.3
SLFME2;20030207;-
SLFME2;20030208;-8.4
SLFME2;20030209;-10.0
SLFME2;20030210;-7.3
SLFME2;20030211;-6.5
SLFME2;20030212;-11.2
SLFME2;20030213;-12.5
SLFME2;20030214;-11.4
SLFME2;20030215;-
SLFME2;20030216;-14.8
SLFME2;20030217;-15.5
SLFME2;20030218;-9.5
SLFME2;20030219;-7.2
SLFME2;20030220;-6.0
SLFME2;20030221;-6.2
SLFME2;20030222;-7.0
SLFME2;20030223;-6.0
SLFME2;20030224;-5.6
SLFME2;20030225;-5.8
SLFME2;20030226;-7.1
SLFME2;20030227;-8.0
SLFME2;20030228;-4.4
SLFME2;20030301;-4.4
SLFME2;20030302;-5.3
SLFME2;20030303;-8.4
SLFME2;20030304;-4.7
SLFME2;20030305;-2.7
SLFME2;20030306;-2.3
SLFME2;20030307;-5.6
SLFME2;20030308;-3.0
SLFME2;20030309;-2.7
SLFME2;20030310;1.0
SLFME2;20030311;2.5
SLFME2;20030312;0.6
SLFME2;20030313;-7.3
SLFME2;20030314;-7.6
SLFME2;20030315;-9.5
SLFME2;20030316;-6.2
SLFME2;20030317;-3.3
SLFME2;20030318;-4.8
SLFME2;20030319;-1.9
SLFME2;20030320;-2.9
SLFME2;20030321;-3.7
SLFME2;20030322;-4.8
SLFME2;20030323;-2.5
SLFME2;20030324;0.3
SLFME2;20030325;0.2
SLFME2;20030326;-0.8
SLFME2;20030327;-1.7
SLFME2;20030328;-0.5
SLFME2;20030329;0.2
SLFME2;20030330;0.0
SLFME2;20030331;-1.3
SLFME2;20030401;-1.1
SLFME2;20030402;-6.7
SLFME2;20030403;-9.6
SLFME2;20030404;-9.2
SLFME2;20030405;-3.0
SLFME2;20030406;-8.4
SLFME2;20030407;-16.0
SLFME2;20030408;-10.7
SLFME2;20030409;-9.9
SLFME2;20030410;-8.3
SLFME2;20030411;-7.7
SLFME2;20030412;-4.4
SLFME2;20030413;-1.9
SLFME2;20030414;-1.3
SLFME2;20030415;-1.4
SLFME2;20030416;0.5
SLFME2;20030417;1.9
SLFME2;20030418;-0.2
SLFME2;20030419;-3.6
SLFME2;20030420;-4.0
SLFME2;20030421;-2.2
SLFME2;20030422;-0.2
SLFME2;20030423;-0.1
SLFME2;20030424;1.1
SLFME2;20030425;2.2
SLFME2;20030426;-0.1
SLFME2;20030427;1.0
SLFME2;20030428;0.6
SLFME2;20030429;2.1
SLFME2;20030430;3.2
SLFME2;20030501;2.4
SLFME2;20030502;2.1
SLFME2;20030503;2.2
SLFME2;20030504;4.6
SLFME2;20030505;7.4
SLFME2;20030506;7.2
SLFME2;20030507;7.8
SLFME2;20030508;7.6
SLFME2;20030509;4.9
SLFME2;20030510;2.6
SLFME2;20030511;3.4
SLFME2;20030512;3.1
SLFME2;20030513;1.6
SLFME2;20030514;-4.4
SLFME2;20030515;-3.5
SLFME2;20030516;-1.5
SLFME2;20030517;-0.8
SLFME2;20030518;3.7
