 

stn;time;rs1000y0
GOH;1901;1
GOH;1902;0
GOH;1903;2
GOH;1904;0
GOH;1905;0
GOH;1906;0
GOH;1907;0
GOH;1908;0
GOH;1909;0
GOH;1910;0
GOH;1911;0
GOH;1912;0
GOH;1913;0
GOH;1914;0
GOH;1915;0
GOH;1916;1
GOH;1917;1
GOH;1918;2
GOH;1919;0
GOH;1920;0
GOH;1921;1
GOH;1922;0
GOH;1923;1
GOH;1924;3
GOH;1925;1
GOH;1926;1
GOH;1927;2
GOH;1928;1
GOH;1929;0
GOH;1930;0
GOH;1931;1
GOH;1932;0
GOH;1933;1
GOH;1934;0
GOH;1935;2
GOH;1936;0
GOH;1937;0
GOH;1938;1
GOH;1939;3
GOH;1940;0
GOH;1941;1
GOH;1942;1
GOH;1943;1
GOH;1944;0
GOH;1945;0
GOH;1946;1
GOH;1947;0
GOH;1948;1
GOH;1949;0
GOH;1950;0
GOH;1951;0
GOH;1952;1
GOH;1953;0
GOH;1954;3
GOH;1955;0
GOH;1956;1
GOH;1957;0
GOH;1958;1
GOH;1959;0
GOH;1960;1
GOH;1961;0
GOH;1962;0
GOH;1963;0
GOH;1964;0
GOH;1965;1
GOH;1966;0
GOH;1967;0
GOH;1968;0
GOH;1969;0
GOH;1970;1
