 

stn;time;rhh150mx
PIO;201505;9.1
PIO;201506;14.3
PIO;201507;5.5
PIO;201508;31.1
PIO;201509;10.8
PIO;201510;4.9
PIO;201511;4.3
PIO;201512;0.1
PIO;201601;2.8
PIO;201602;2.5
PIO;201603;5.3
PIO;201604;7.1
PIO;201605;8.7
PIO;201606;8.7
PIO;201607;10.3
PIO;201608;10.9
PIO;201609;7.5
PIO;201610;9.0
PIO;201611;2.9
PIO;201612;0.4
PIO;201701;2.9
PIO;201702;3.1
PIO;201703;6.4
PIO;201704;5.9
PIO;201705;6.6
PIO;201706;9.9
PIO;201707;19.2
PIO;201708;12.1
PIO;201709;12.8
PIO;201710;2.8
PIO;201711;4.3
PIO;201712;6.2
PIO;201801;5.9
PIO;201802;1.9
PIO;201803;6.4
PIO;201804;7.0
PIO;201805;4.7
PIO;201806;15.4
PIO;201807;19.4
PIO;201808;22.0
PIO;201809;5.9
PIO;201810;8.8
PIO;201811;5.4
PIO;201812;5.3
PIO;201901;2.8
PIO;201902;1.9
PIO;201903;5.0
PIO;201904;8.1
PIO;201905;4.4
PIO;201906;17.8
PIO;201907;6.5
PIO;201908;26.6
PIO;201909;6.7
PIO;201910;11.0
PIO;201911;6.4
PIO;201912;6.2
PIO;202001;2.4
PIO;202002;3.9
PIO;202003;3.0
PIO;202004;3.1
PIO;202005;6.1
PIO;202006;8.0
PIO;202007;6.7
PIO;202008;18.5
PIO;202009;7.3
PIO;202010;11.2
PIO;202011;0.6
PIO;202012;4.1
PIO;202101;5.0
PIO;202102;2.3
PIO;202103;3.7
