 

stn;time;hto000y0
BER;1931;2
BER;1932;0
BER;1933;0
BER;1934;0
BER;1935;1
BER;1936;0
BER;1937;0
BER;1938;0
BER;1939;1
BER;1940;0
BER;1941;0
BER;1942;5
BER;1943;1
BER;1944;1
BER;1945;1
BER;1946;0
BER;1947;1
BER;1948;0
BER;1949;0
BER;1950;0
BER;1951;0
BER;1952;3
BER;1953;1
BER;1954;0
BER;1955;0
BER;1956;0
BER;1957;0
BER;1958;0
BER;1959;0
BER;1960;0
BER;1961;0
BER;1962;1
BER;1963;4
BER;1964;0
BER;1965;1
BER;1966;0
BER;1967;0
BER;1968;0
BER;1969;1
BER;1970;1
BER;1971;0
BER;1972;0
BER;1973;0
BER;1974;0
BER;1975;0
BER;1976;0
BER;1977;2
BER;1978;0
BER;1979;1
BER;1980;1
BER;1981;1
BER;1982;0
BER;1983;0
BER;1984;0
BER;1985;1
BER;1986;1
BER;1987;1
BER;1988;0
BER;1989;0
BER;1990;0
BER;1991;0
BER;1992;0
BER;1993;0
BER;1994;0
BER;1995;0
BER;1996;0
BER;1997;0
BER;1998;0
BER;1999;1
BER;2000;0
BER;2001;0
BER;2002;0
BER;2003;0
BER;2004;0
BER;2005;2
BER;2006;1
BER;2007;0
BER;2008;1
BER;2009;2
BER;2010;2
BER;2011;0
BER;2012;1
BER;2013;1
BER;2014;0
BER;2015;1
BER;2016;0
BER;2017;1
BER;2018;0
BER;2019;0
BER;2020;0
