 

stn;time;tre200dn
EVO;19860924;7.1
EVO;19860925;5.9
EVO;19860926;5.8
EVO;19860927;4.3
EVO;19860928;3.5
EVO;19860929;4.1
EVO;19860930;7.2
EVO;19861001;7.7
EVO;19861002;9.0
EVO;19861003;8.3
EVO;19861004;8.7
EVO;19861005;8.4
EVO;19861006;7.8
EVO;19861007;6.8
EVO;19861008;5.5
EVO;19861009;5.3
EVO;19861010;5.2
EVO;19861011;5.8
EVO;19861012;4.4
EVO;19861013;5.7
EVO;19861014;5.4
EVO;19861015;5.2
EVO;19861016;5.5
EVO;19861017;4.6
EVO;19861018;3.5
EVO;19861019;1.7
EVO;19861020;0.2
EVO;19861021;-0.6
EVO;19861022;5.1
EVO;19861023;-3.7
EVO;19861024;-3.4
EVO;19861025;-2.6
EVO;19861026;-4.8
EVO;19861027;-4.7
EVO;19861028;-2.7
EVO;19861029;1.4
EVO;19861030;-1.9
EVO;19861031;-2.9
EVO;19861101;1.7
EVO;19861102;-3.8
EVO;19861103;-5.6
EVO;19861104;-4.2
EVO;19861105;-3.9
EVO;19861106;0.3
EVO;19861107;-0.1
EVO;19861108;0.4
EVO;19861109;-1.6
EVO;19861110;0.9
EVO;19861111;0.0
EVO;19861112;-1.0
EVO;19861113;0.1
EVO;19861114;1.5
EVO;19861115;3.4
EVO;19861116;2.6
EVO;19861117;1.3
EVO;19861118;-1.7
EVO;19861119;-1.1
EVO;19861120;-1.1
EVO;19861121;-3.2
EVO;19861122;-0.6
EVO;19861123;-7.4
EVO;19861124;-7.7
EVO;19861125;-0.1
EVO;19861126;-1.3
EVO;19861127;-4.8
EVO;19861128;-4.2
EVO;19861129;-5.0
EVO;19861130;-0.8
EVO;19861201;0.5
EVO;19861202;0.2
EVO;19861203;1.9
EVO;19861204;2.0
EVO;19861205;0.6
EVO;19861206;-0.3
EVO;19861207;-0.5
EVO;19861208;0.1
EVO;19861209;-2.1
EVO;19861210;-5.3
EVO;19861211;-2.9
EVO;19861212;-1.8
EVO;19861213;-2.2
EVO;19861214;-4.6
EVO;19861215;-7.7
EVO;19861216;-6.4
EVO;19861217;-6.2
EVO;19861218;-5.3
EVO;19861219;-9.0
EVO;19861220;-9.0
EVO;19861221;-10.4
EVO;19861222;-12.6
EVO;19861223;-14.9
EVO;19861224;-16.7
EVO;19861225;-17.0
EVO;19861226;-3.9
EVO;19861227;-8.7
EVO;19861228;-8.1
EVO;19861229;-4.3
EVO;19861230;-4.7
EVO;19861231;-1.2
EVO;19870101;-1.1
EVO;19870102;-5.3
EVO;19870103;-8.1
EVO;19870104;-10.7
EVO;19870105;-4.4
EVO;19870106;-9.3
EVO;19870107;-13.2
EVO;19870108;-14.6
EVO;19870109;-8.9
EVO;19870110;-6.0
EVO;19870111;-19.7
EVO;19870112;-23.8
EVO;19870113;-13.6
EVO;19870114;-6.8
EVO;19870115;-13.6
EVO;19870116;-9.8
EVO;19870117;-9.8
EVO;19870118;-6.8
EVO;19870119;-5.4
EVO;19870120;-5.1
EVO;19870121;-4.2
EVO;19870122;-4.4
EVO;19870123;-3.6
EVO;19870124;-4.7
EVO;19870125;-3.2
EVO;19870126;-3.3
EVO;19870127;-3.0
EVO;19870128;-2.0
EVO;19870129;-11.0
EVO;19870130;-10.4
EVO;19870131;-6.1
EVO;19870201;-6.3
EVO;19870202;-4.8
EVO;19870203;-3.2
EVO;19870204;-2.5
EVO;19870205;-4.2
EVO;19870206;-4.4
EVO;19870207;-1.9
EVO;19870208;-0.7
EVO;19870209;0.7
EVO;19870210;-3.0
EVO;19870211;-2.3
EVO;19870212;-2.2
EVO;19870213;-4.7
EVO;19870214;-3.1
EVO;19870215;-6.4
EVO;19870216;-9.3
EVO;19870217;-10.5
EVO;19870218;-13.5
EVO;19870219;-14.7
EVO;19870220;-11.4
EVO;19870221;-10.4
EVO;19870222;-10.6
EVO;19870223;-11.7
EVO;19870224;-6.8
EVO;19870225;-6.1
EVO;19870226;-1.8
EVO;19870227;-2.1
EVO;19870228;-1.0
EVO;19870301;-0.6
EVO;19870302;-3.4
EVO;19870303;-10.6
EVO;19870304;-12.3
EVO;19870305;-11.1
EVO;19870306;-13.7
EVO;19870307;-9.1
EVO;19870308;-5.4
EVO;19870309;-5.7
EVO;19870310;-7.3
EVO;19870311;-7.1
EVO;19870312;-8.4
EVO;19870313;-8.1
EVO;19870314;-9.2
EVO;19870315;-11.4
EVO;19870316;-12.2
EVO;19870317;-11.4
EVO;19870318;-7.0
EVO;19870319;-9.0
EVO;19870320;-11.8
EVO;19870321;-13.9
EVO;19870322;-8.9
EVO;19870323;-6.5
EVO;19870324;-2.1
EVO;19870325;-0.2
EVO;19870326;-1.0
EVO;19870327;-1.2
EVO;19870328;-6.4
EVO;19870329;-6.6
EVO;19870330;-10.3
EVO;19870331;-12.2
EVO;19870401;-11.2
EVO;19870402;-7.3
EVO;19870403;-2.1
EVO;19870404;-4.0
EVO;19870405;-5.2
EVO;19870406;-2.8
EVO;19870407;-0.8
EVO;19870408;0.3
EVO;19870409;0.0
EVO;19870410;-3.1
EVO;19870411;-6.7
EVO;19870412;-6.9
EVO;19870413;-7.9
EVO;19870414;-6.8
EVO;19870415;-3.3
EVO;19870416;-0.7
EVO;19870417;1.9
EVO;19870418;2.9
EVO;19870419;4.9
EVO;19870420;0.2
EVO;19870421;-1.8
EVO;19870422;-3.0
EVO;19870423;1.1
EVO;19870424;2.4
EVO;19870425;3.8
EVO;19870426;3.9
EVO;19870427;3.6
EVO;19870428;3.4
EVO;19870429;5.8
EVO;19870430;6.3
EVO;19870501;3.8
EVO;19870502;5.2
EVO;19870503;-5.8
EVO;19870504;-6.8
EVO;19870505;-6.8
EVO;19870506;-2.5
EVO;19870507;-2.0
EVO;19870508;-1.6
EVO;19870509;2.0
EVO;19870510;3.7
EVO;19870511;2.9
EVO;19870512;0.8
EVO;19870513;-3.1
EVO;19870514;-5.1
EVO;19870515;-2.0
EVO;19870516;-2.4
EVO;19870517;-2.7
EVO;19870518;1.3
EVO;19870519;0.0
EVO;19870520;-2.0
EVO;19870521;-4.4
EVO;19870522;-3.9
EVO;19870523;-2.9
EVO;19870524;1.9
EVO;19870525;4.3
EVO;19870526;4.0
EVO;19870527;3.5
EVO;19870528;3.4
EVO;19870529;1.2
EVO;19870530;0.3
EVO;19870531;2.3
EVO;19870601;2.1
EVO;19870602;2.4
EVO;19870603;6.0
EVO;19870604;1.7
EVO;19870605;1.8
EVO;19870606;3.8
EVO;19870607;7.3
EVO;19870608;0.6
EVO;19870609;1.8
EVO;19870610;1.1
EVO;19870611;4.2
EVO;19870612;5.6
EVO;19870613;7.0
EVO;19870614;7.4
EVO;19870615;0.6
EVO;19870616;0.0
EVO;19870617;0.0
EVO;19870618;0.1
EVO;19870619;1.0
EVO;19870620;1.9
EVO;19870621;2.4
EVO;19870622;2.2
EVO;19870623;3.2
EVO;19870624;5.1
EVO;19870625;5.1
EVO;19870626;5.2
EVO;19870627;3.5
EVO;19870628;7.5
EVO;19870629;10.4
EVO;19870630;11.6
EVO;19870701;11.2
EVO;19870702;9.5
EVO;19870703;9.8
EVO;19870704;10.0
EVO;19870705;10.8
EVO;19870706;9.9
EVO;19870707;10.1
EVO;19870708;8.2
EVO;19870709;7.3
EVO;19870710;6.3
EVO;19870711;8.5
EVO;19870712;10.6
EVO;19870713;10.2
EVO;19870714;9.8
EVO;19870715;9.6
EVO;19870716;9.8
EVO;19870717;7.7
EVO;19870718;6.0
EVO;19870719;3.7
EVO;19870720;4.9
EVO;19870721;5.0
EVO;19870722;5.0
EVO;19870723;6.4
EVO;19870724;7.6
EVO;19870725;7.9
EVO;19870726;1.5
EVO;19870727;0.6
EVO;19870728;6.7
EVO;19870729;5.8
EVO;19870730;7.1
EVO;19870731;6.3
EVO;19870801;5.6
EVO;19870802;6.0
EVO;19870803;8.1
EVO;19870804;7.4
EVO;19870805;2.7
EVO;19870806;1.6
EVO;19870807;5.7
EVO;19870808;5.1
EVO;19870809;7.5
EVO;19870810;6.6
EVO;19870811;8.2
EVO;19870812;9.5
EVO;19870813;9.3
EVO;19870814;15.5
EVO;19870815;12.9
EVO;19870816;12.3
EVO;19870817;10.8
EVO;19870818;9.8
EVO;19870819;8.7
EVO;19870820;9.9
EVO;19870821;12.5
EVO;19870822;12.2
EVO;19870823;7.1
EVO;19870824;7.2
EVO;19870825;5.0
EVO;19870826;4.1
EVO;19870827;5.8
EVO;19870828;4.0
EVO;19870829;6.7
EVO;19870830;9.1
EVO;19870831;10.2
EVO;19870901;10.0
EVO;19870902;8.7
EVO;19870903;8.2
EVO;19870904;8.8
EVO;19870905;7.2
EVO;19870906;5.9
EVO;19870907;5.8
EVO;19870908;7.9
EVO;19870909;6.6
EVO;19870910;5.5
EVO;19870911;6.2
EVO;19870912;11.6
EVO;19870913;13.1
EVO;19870914;12.7
EVO;19870915;13.7
EVO;19870916;13.7
EVO;19870917;13.7
EVO;19870918;11.2
EVO;19870919;11.1
EVO;19870920;11.6
EVO;19870921;10.7
EVO;19870922;11.2
EVO;19870923;7.2
EVO;19870924;4.4
EVO;19870925;3.8
EVO;19870926;7.9
EVO;19870927;3.2
EVO;19870928;0.1
EVO;19870929;0.3
EVO;19870930;0.6
EVO;19871001;0.8
EVO;19871002;2.1
EVO;19871003;5.0
EVO;19871004;7.0
EVO;19871005;7.7
EVO;19871006;5.4
EVO;19871007;4.0
EVO;19871008;0.0
EVO;19871009;-0.4
EVO;19871010;4.4
EVO;19871011;0.2
EVO;19871012;-2.5
EVO;19871013;-2.5
EVO;19871014;0.5
EVO;19871015;2.0
EVO;19871016;4.9
EVO;19871017;1.2
EVO;19871018;-0.1
EVO;19871019;4.5
EVO;19871020;5.0
EVO;19871021;3.7
EVO;19871022;1.1
EVO;19871023;2.7
EVO;19871024;2.6
EVO;19871025;2.6
EVO;19871026;8.1
EVO;19871027;11.0
EVO;19871028;5.2
EVO;19871029;3.6
EVO;19871030;2.3
EVO;19871031;4.5
EVO;19871101;3.8
EVO;19871102;0.1
EVO;19871103;-0.1
