 

stn;time;hns000y0
BIV;1966;712
BIV;1967;601
BIV;1968;567
BIV;1969;516
BIV;1970;723
BIV;1971;476
BIV;1972;495
BIV;1973;636
BIV;1974;704
BIV;1975;800
BIV;1976;454
BIV;1977;638
BIV;1978;604
BIV;1979;779
BIV;1980;494
BIV;1981;719
BIV;1982;467
BIV;1983;569
BIV;1984;631
BIV;1985;521
BIV;1986;743
BIV;1987;538
BIV;1988;534
BIV;1989;536
BIV;1990;615
BIV;1991;652
BIV;1992;617
BIV;1993;516
BIV;1994;501
BIV;1995;628
BIV;1996;498
BIV;1997;362
BIV;1998;494
BIV;1999;900
BIV;2000;645
BIV;2001;657
BIV;2002;506
BIV;2003;455
BIV;2004;529
BIV;2005;606
BIV;2006;423
BIV;2007;564
BIV;2008;833
