 

stn;time;rhh150mx
ANT;201801;7.8
ANT;201802;3.2
ANT;201803;7.2
ANT;201804;5.3
ANT;201805;3.2
ANT;201806;6.2
ANT;201807;4.4
ANT;201808;5.5
ANT;201809;4.6
ANT;201810;8.0
ANT;201811;3.8
ANT;201812;5.6
ANT;201901;3.8
ANT;201902;5.1
ANT;201903;4.8
ANT;201904;6.0
ANT;201905;3.8
ANT;201906;14.5
ANT;201907;3.2
ANT;201908;17.0
ANT;201909;6.8
ANT;201910;8.1
ANT;201911;6.4
ANT;201912;4.6
ANT;202001;3.6
ANT;202002;5.3
ANT;202003;3.9
ANT;202004;3.0
ANT;202005;5.2
ANT;202006;5.5
ANT;202007;3.0
ANT;202008;7.6
ANT;202009;3.8
ANT;202010;12.2
ANT;202011;1.4
ANT;202012;4.8
ANT;202101;4.0
ANT;202102;2.3
ANT;202103;3.6
