 

stn;time;tre200y0
AAR;1931;7.7
AAR;1932;8.4
AAR;1933;8.1
AAR;1934;9.3
AAR;1935;8.6
AAR;1936;8.9
AAR;1937;9.1
AAR;1938;8.6
AAR;1939;8.6
AAR;1940;7.8
AAR;1941;8.0
AAR;1942;8.5
AAR;1943;9.6
AAR;1944;8.8
AAR;1945;9.4
AAR;1946;9.1
AAR;1947;9.8
AAR;1948;9.4
AAR;1949;9.7
AAR;1950;9.5
AAR;1951;9.1
AAR;1952;9.2
AAR;1953;9.1
AAR;1954;8.6
AAR;1955;8.8
AAR;1956;7.7
AAR;1957;8.9
AAR;1958;9.2
AAR;1959;9.6
AAR;1960;9.1
AAR;1961;10.0
AAR;1962;8.4
AAR;1963;8.1
AAR;1964;9.2
AAR;1965;8.4
AAR;1966;9.5
AAR;1967;9.4
AAR;1968;9.0
AAR;1969;8.7
AAR;1970;8.9
AAR;1971;8.3
AAR;1972;8.0
AAR;1973;8.4
AAR;1974;9.4
AAR;1975;9.2
AAR;1976;9.1
AAR;1977;9.3
AAR;1978;8.4
AAR;1979;8.9
AAR;1980;8.3
AAR;1981;9.0
AAR;1982;9.8
AAR;1983;9.8
AAR;1984;8.9
