 

stn;time;rhh150mx
WYN;201308;10.5
WYN;201309;9.7
WYN;201310;7.3
WYN;201311;6.9
WYN;201312;4.1
WYN;201401;2.8
WYN;201402;6.1
WYN;201403;5.1
WYN;201404;9.1
WYN;201405;5.0
WYN;201406;20.0
WYN;201407;31.9
WYN;201408;7.2
WYN;201409;5.0
WYN;201410;7.8
WYN;201411;4.0
WYN;201412;3.8
WYN;201501;4.8
WYN;201502;1.9
WYN;201503;5.6
WYN;201504;3.7
WYN;201505;9.4
WYN;201506;16.4
WYN;201507;10.2
WYN;201508;12.3
WYN;201509;6.5
WYN;201510;7.2
WYN;201511;15.1
WYN;201512;1.5
WYN;201601;4.5
WYN;201602;3.5
WYN;201603;2.2
WYN;201604;5.2
WYN;201605;7.3
WYN;201606;16.2
WYN;201607;12.6
WYN;201608;7.5
WYN;201609;3.8
WYN;201610;7.6
WYN;201611;7.3
WYN;201612;0.0
WYN;201701;2.7
WYN;201702;5.0
WYN;201703;3.0
WYN;201704;3.4
WYN;201705;14.3
WYN;201706;16.8
