 

stn;time;hns000y0
SIA;1864;290
SIA;1865;271
SIA;1866;442
SIA;1867;469
SIA;1868;339
SIA;1869;424
SIA;1870;342
SIA;1871;393
SIA;1872;759
SIA;1873;415
SIA;1874;528
SIA;1875;308
SIA;1876;559
SIA;1877;472
SIA;1878;467
SIA;1879;520
SIA;1880;361
SIA;1881;301
SIA;1882;454
SIA;1883;339
SIA;1884;205
SIA;1885;376
SIA;1886;463
SIA;1887;591
SIA;1888;619
SIA;1889;274
SIA;1890;420
SIA;1891;242
SIA;1892;327
SIA;1893;276
SIA;1894;233
SIA;1895;410
SIA;1896;554
SIA;1897;296
SIA;1898;622
SIA;1899;337
SIA;1900;318
SIA;1901;662
SIA;1902;574
SIA;1903;414
SIA;1904;585
SIA;1905;294
SIA;1906;405
SIA;1907;309
SIA;1908;265
SIA;1909;314
