 

stn;time;rre150yx
EGR;1975;85.0
EGR;1976;62.2
EGR;1977;114.0
EGR;1978;130.0
EGR;1979;93.5
EGR;1980;52.1
EGR;1981;99.0
EGR;1982;85.0
EGR;1983;116.5
EGR;1984;79.4
EGR;1985;55.8
EGR;1986;50.8
EGR;1987;54.7
EGR;1988;42.3
EGR;1989;63.7
EGR;1990;77.6
EGR;1991;70.8
EGR;1992;39.0
EGR;1993;79.3
EGR;1994;56.6
EGR;1995;54.2
EGR;1996;66.6
EGR;1997;38.8
EGR;1998;56.6
EGR;1999;83.4
EGR;2000;81.3
EGR;2001;55.2
EGR;2002;119.6
EGR;2003;39.0
EGR;2004;71.3
EGR;2005;68.7
EGR;2006;43.3
EGR;2007;60.6
EGR;2008;55.4
EGR;2009;67.4
EGR;2010;57.7
EGR;2011;52.0
EGR;2012;52.3
EGR;2013;76.8
EGR;2014;55.4
EGR;2015;74.1
EGR;2016;59.1
EGR;2017;94.3
EGR;2018;67.8
EGR;2019;63.2
EGR;2020;75.9
