 

stn;time;hns000y0
SCU;1931;280
SCU;1932;108
SCU;1933;121
SCU;1934;95
SCU;1935;307
SCU;1936;250
SCU;1937;297
SCU;1938;195
SCU;1939;176
SCU;1940;302
SCU;1941;107
SCU;1942;40
SCU;1943;77
SCU;1944;191
SCU;1945;148
SCU;1946;107
SCU;1947;204
SCU;1948;150
SCU;1949;209
SCU;1950;386
SCU;1951;424
SCU;1952;398
SCU;1953;64
SCU;1954;378
SCU;1955;233
SCU;1956;181
SCU;1957;114
SCU;1958;313
SCU;1959;243
SCU;1960;204
SCU;1961;190
SCU;1962;401
SCU;1963;140
SCU;1964;160
SCU;1965;349
SCU;1966;289
SCU;1967;229
SCU;1968;377
SCU;1969;165
SCU;1970;329
