 

stn;time;rsd300y0
TST;1898;4
TST;1899;3
TST;1900;5
TST;1901;6
TST;1902;4
TST;1903;4
TST;1904;2
TST;1905;5
TST;1906;5
TST;1907;5
TST;1908;7
TST;1909;5
TST;1910;5
TST;1911;6
TST;1912;4
TST;1913;3
TST;1914;5
TST;1915;3
TST;1916;10
TST;1917;7
TST;1918;3
TST;1919;6
TST;1920;8
TST;1921;3
TST;1922;6
TST;1923;5
TST;1924;6
TST;1925;4
TST;1926;9
TST;1927;7
TST;1928;6
TST;1929;4
TST;1930;5
TST;1931;9
TST;1932;3
TST;1933;2
TST;1934;6
TST;1935;5
TST;1936;6
TST;1937;5
TST;1938;4
TST;1939;8
TST;1940;11
TST;1941;2
TST;1942;6
TST;1943;3
TST;1944;2
TST;1945;2
TST;1946;1
TST;1947;7
TST;1948;3
TST;1949;1
TST;1950;5
TST;1951;3
TST;1952;6
TST;1953;4
TST;1954;10
TST;1955;3
TST;1956;7
TST;1957;7
TST;1958;5
TST;1959;3
TST;1960;8
TST;1961;3
TST;1962;3
TST;1963;5
TST;1964;1
TST;1965;4
TST;1966;6
TST;1967;2
TST;1968;4
TST;1969;3
TST;1970;6
TST;1971;3
TST;1972;0
TST;1973;2
TST;1974;4
TST;1975;6
TST;1976;1
TST;1977;3
TST;1978;6
TST;1979;8
TST;1980;9
TST;1981;10
TST;1982;10
TST;1983;12
TST;1984;4
TST;1985;8
TST;1986;5
TST;1987;9
TST;1988;5
TST;1989;1
TST;1990;5
TST;1991;9
TST;1992;6
TST;1993;5
TST;1994;4
TST;1995;5
TST;1996;7
TST;1997;8
TST;1998;3
TST;1999;12
TST;2000;8
TST;2001;9
TST;2002;6
TST;2003;2
TST;2004;3
TST;2005;2
TST;2006;2
TST;2007;5
TST;2008;8
TST;2009;3
TST;2010;4
TST;2011;7
TST;2012;7
TST;2013;8
TST;2014;5
TST;2015;1
TST;2016;6
TST;2017;5
TST;2018;4
TST;2019;5
TST;2020;8
