 

stn;time;rti150yx
ILH;1900;19000902
ILH;1901;19010911
ILH;1902;19020517
ILH;1903;19030815
ILH;1904;19040523
ILH;1905;19050919
ILH;1906;19060519
ILH;1907;19070725
ILH;1908;19080720
ILH;1909;19090630
ILH;1910;19100614
ILH;1911;19110915
ILH;1912;19120613
ILH;1913;19130619
ILH;1914;19140815
ILH;1915;19150519
ILH;1916;19160609
ILH;1917;19170701
ILH;1918;19180910
ILH;1919;19190618
ILH;1920;19201202
ILH;1921;19210628
ILH;1922;19220617
ILH;1923;19231013
ILH;1924;19240628
ILH;1925;19250709
ILH;1926;19260529
ILH;1927;19270824
ILH;1928;19280930
ILH;1929;19290721
ILH;1930;19300718
ILH;1931;19310520
ILH;1932;19320720
ILH;1933;19330621
ILH;1934;19340803
ILH;1935;19350425
ILH;1936;19360604
ILH;1937;19370526
ILH;1938;19380820
ILH;1939;19390904
ILH;1940;19400910
ILH;1941;19410812
ILH;1942;19420710
ILH;1943;19430925
ILH;1944;19441107
ILH;1945;19450808
ILH;1946;19460613
ILH;1947;19470515
ILH;1948;19480706
ILH;1949;19490512
ILH;1950;19501125
ILH;1951;19510807
ILH;1952;19520511
ILH;1953;19530527
ILH;1954;19540821
ILH;1955;19550607
ILH;1956;19560529
ILH;1957;19570710
ILH;1958;19580527
ILH;1959;19590607
ILH;1960;19601006
ILH;1961;19610609
ILH;1962;19620101
ILH;1963;19630607
ILH;1964;19640504
ILH;1965;19650610
ILH;1966;19660717
ILH;1967;19671116
ILH;1968;19680921
ILH;1969;19690826
ILH;1970;19700820
ILH;1971;19710606
ILH;1972;19721122
ILH;1973;19730623
ILH;1974;19740623
ILH;1975;19750811
ILH;1976;19760726
ILH;1977;19770621
ILH;1978;19780807
ILH;1979;19790606
ILH;1980;19800629
ILH;1981;19810928
ILH;1982;19820724
ILH;1983;19830811
ILH;1984;19840905
ILH;1985;19850507
ILH;1986;19860718
ILH;1987;19870925
ILH;1988;19880604
ILH;1989;19890417
ILH;1990;19900214
ILH;1991;19910511
ILH;1992;19921028
ILH;1993;19930705
ILH;1994;19940518
ILH;1995;19951116
ILH;1996;19960621
ILH;1997;19971221
ILH;1998;19981103
ILH;1999;19990511
ILH;2000;20000920
ILH;2001;20010715
ILH;2002;20020811
ILH;2003;20030528
ILH;2004;20040521
ILH;2005;20050324
ILH;2006;20060925
ILH;2007;20070808
ILH;2008;20080422
ILH;2009;20090717
ILH;2010;20100925
ILH;2011;20110707
