 

stn;time;hto000y0
RAN;1968;7
RAN;1969;6
RAN;1970;8
RAN;1971;4
RAN;1972;1
RAN;1973;7
RAN;1974;0
RAN;1975;0
RAN;1976;2
RAN;1977;2
RAN;1978;3
RAN;1979;2
RAN;1980;4
RAN;1981;6
RAN;1982;0
RAN;1983;2
RAN;1984;2
RAN;1985;2
RAN;1986;4
RAN;1987;3
RAN;1988;4
RAN;1989;0
RAN;1990;2
RAN;1991;2
RAN;1992;1
RAN;1993;1
RAN;1994;1
RAN;1995;2
