 

stn;time;tre200y0
LMU;1883;11.4
LMU;1884;12.6
LMU;1885;12.0
LMU;1886;11.9
LMU;1887;11.1
LMU;1888;11.0
LMU;1889;11.5
LMU;1890;11.3
LMU;1891;11.4
LMU;1892;12.1
LMU;1893;12.8
LMU;1894;12.3
LMU;1895;12.0
LMU;1896;11.9
LMU;1897;12.6
LMU;1898;12.8
LMU;1899;12.8
LMU;1900;12.5
LMU;1901;11.4
LMU;1902;11.7
LMU;1903;11.6
LMU;1904;12.5
LMU;1905;11.6
LMU;1906;12.4
LMU;1907;12.1
LMU;1908;11.8
LMU;1909;11.3
LMU;1910;11.5
LMU;1911;12.3
LMU;1912;11.3
LMU;1913;11.9
LMU;1914;11.5
LMU;1915;11.2
LMU;1916;11.6
LMU;1917;11.3
LMU;1918;11.7
LMU;1919;11.8
LMU;1920;12.5
LMU;1921;13.0
LMU;1922;11.7
LMU;1923;12.5
LMU;1924;12.0
LMU;1925;11.7
LMU;1926;12.8
LMU;1927;12.6
LMU;1928;12.7
LMU;1929;12.4
LMU;1930;11.8
