 

stn;time;rre150y0
ULR;1981;1631.6
ULR;1982;1031.0
ULR;1983;1194.8
ULR;1984;1088.5
ULR;1985;1019.2
ULR;1986;1472.4
ULR;1987;1318.7
ULR;1988;1356.7
ULR;1989;902.9
ULR;1990;1109.1
ULR;1991;1098.2
ULR;1992;1328.8
ULR;1993;1437.1
ULR;1994;1277.4
ULR;1995;1468.2
ULR;1996;1136.8
ULR;1997;1026.1
ULR;1998;1060.7
ULR;1999;1594.6
ULR;2000;1485.3
ULR;2001;1180.8
ULR;2002;1698.4
ULR;2003;756.2
ULR;2004;1023.9
ULR;2005;858.0
ULR;2006;1069.5
ULR;2007;1215.6
ULR;2008;1391.2
ULR;2009;1105.5
ULR;2010;1025.9
ULR;2011;988.7
ULR;2012;1081.0
ULR;2013;1191.6
ULR;2014;1210.3
ULR;2015;997.9
ULR;2016;967.2
ULR;2017;1024.9
ULR;2018;1412.8
ULR;2019;1411.0
ULR;2020;969.9
