 

stn;time;rhh150yx
ENG;1983;16.9
ENG;1984;16.0
ENG;1985;12.8
ENG;1986;16.1
ENG;1987;15.6
ENG;1988;14.7
ENG;1989;10.4
ENG;1990;13.6
ENG;1991;15.1
ENG;1992;10.4
ENG;1993;15.4
ENG;1994;16.9
ENG;1995;18.4
ENG;1996;17.9
ENG;1997;26.2
ENG;1998;16.3
ENG;1999;16.5
ENG;2000;15.6
ENG;2001;13.9
ENG;2002;10.2
ENG;2003;18.6
ENG;2004;14.5
ENG;2005;15.3
ENG;2006;16.9
ENG;2007;25.5
ENG;2008;24.7
ENG;2009;15.3
ENG;2010;18.6
